HOLE_ID,FROM,TO,LITH,VEIN
UD0077,140.0,143.0,BX,V1
UD0077,143.0,226.75,AND,
UD0077,226.75,229.75,BX,V2
UD0077,229.75,232.25,QV,V2
UD0077,232.25,235.25,BX,V2
UD0077,235.25,269.52,AND,
UD0078,0.0,14.25,RHY,
UD0078,14.25,264.5,AND,
UD0078,264.5,266.5,BX,V3
UD0078,266.5,268.75,QV,V3
UD0078,268.75,271.0,BX,V3
UD0078,271.0,354.25,AND,
UD0078,354.25,357.0,BX,V1
UD0078,357.0,360.5,QV,V1
UD0078,360.5,363.0,BX,V1
UD0078,363.0,473.99,AND,
UD0079,0.0,26.75,RHY,
UD0079,26.75,410.0,AND,
UD0079,410.0,411.75,BX,V3
UD0079,411.75,412.5,QV,V3
UD0079,412.5,414.5,BX,V3
UD0079,414.5,507.5,AND,
UD0079,507.5,509.5,BX,V1
UD0079,509.5,511.75,QV,V1
UD0079,511.75,513.75,BX,V1
UD0079,513.75,652.45,AND,
UD0080,0.0,32.5,RHY,
UD0080,32.5,227.5,AND,
UD0080,227.5,229.5,BX,V3
UD0080,229.5,231.75,QV,V3
UD0080,231.75,233.5,BX,V3
UD0080,233.5,287.75,AND,
UD0080,287.75,289.75,BX,V1
UD0080,289.75,291.75,QV,V1
UD0080,291.75,293.5,BX,V1
UD0080,293.5,357.75,AND,
UD0080,357.75,359.5,BX,V2
UD0080,359.5,360.0,QV,V2
UD0080,360.0,362.0,BX,V2
UD0080,362.0,428.36,AND,
UD0081,0.0,26.0,RHY,
UD0081,26.0,328.25,AND,
UD0081,328.25,330.25,BX,V3
UD0081,330.25,331.5,QV,V3
UD0081,331.5,333.5,BX,V3
UD0081,333.5,425.0,AND,
UD0081,425.0,427.75,BX,V1
UD0081,427.75,432.0,QV,V1
UD0081,432.0,434.5,BX,V1
UD0081,434.5,573.29,AND,
UD0082,0.0,53.75,RHY,
UD0082,53.75,55.5,BX,V1
UD0082,55.5,110.75,AND,
UD0082,110.75,112.5,BX,V2
UD0082,112.5,114.0,QV,V2
UD0082,114.0,116.0,BX,V2
UD0082,116.0,154.51,AND,
UD0083,0.0,25.75,RHY,
UD0083,25.75,237.5,AND,
UD0083,237.5,239.5,BX,V3
UD0083,239.5,241.0,QV,V3
UD0083,241.0,243.0,BX,V3
UD0083,243.0,307.5,AND,
UD0083,307.5,309.5,BX,V1
UD0083,309.5,311.25,QV,V1
UD0083,311.25,313.0,BX,V1
UD0083,313.0,390.75,AND,
UD0083,390.75,392.75,BX,V2
UD0083,392.75,393.25,QV,V2
UD0083,393.25,395.25,BX,V2
UD0083,395.25,416.39,AND,
UD0084,0.0,29.25,RHY,
UD0084,29.25,324.5,AND,
UD0084,324.5,326.25,BX,V3
UD0084,326.25,327.0,QV,V3
UD0084,327.0,328.75,BX,V3
UD0084,328.75,385.75,AND,
UD0084,385.75,387.25,BX,V1
UD0084,387.25,391.5,QV,V1
UD0084,391.5,393.25,BX,V1
UD0084,393.25,498.69,AND,
UD0085,0.0,22.75,RHY,
UD0085,22.75,272.5,AND,
UD0085,272.5,274.5,BX,V3
UD0085,274.5,276.0,QV,V3
UD0085,276.0,278.0,BX,V3
UD0085,278.0,369.0,AND,
UD0085,369.0,372.0,BX,V1
UD0085,372.0,378.5,QV,V1
UD0085,378.5,381.5,BX,V1
UD0085,381.5,518.61,AND,
UD0086,0.0,53.25,RHY,
UD0086,53.25,116.25,AND,
UD0086,116.25,118.25,BX,V2
UD0086,118.25,119.0,QV,V2
UD0086,119.0,121.25,BX,V2
UD0086,121.25,134.97,AND,
UD0087,0.0,44.25,RHY,
UD0087,44.25,325.25,AND,
UD0087,325.25,327.0,BX,V3
UD0087,327.0,328.25,QV,V3
UD0087,328.25,330.0,BX,V3
UD0087,330.0,382.75,AND,
UD0087,382.75,384.5,BX,V1
UD0087,384.5,388.5,QV,V1
UD0087,388.5,390.25,BX,V1
UD0087,390.25,502.93,AND,
UD0088,0.0,43.5,RHY,
UD0088,43.5,149.5,AND,
UD0088,149.5,151.5,BX,V3
UD0088,151.5,152.25,QV,V3
UD0088,152.25,154.25,BX,V3
UD0088,154.25,204.5,AND,
UD0088,204.5,206.75,BX,V1
UD0088,206.75,211.5,QV,V1
UD0088,211.5,213.5,BX,V1
UD0088,213.5,286.0,AND,
UD0088,286.0,287.75,BX,V2
UD0088,287.75,288.25,QV,V2
UD0088,288.25,290.25,BX,V2
UD0088,290.25,321.35,AND,
UD0089,0.0,34.5,RHY,
UD0089,34.5,357.5,AND,
UD0089,357.5,359.25,BX,V3
UD0089,359.25,360.25,QV,V3
UD0089,360.25,362.0,BX,V3
UD0089,362.0,454.0,AND,
UD0089,454.0,456.25,BX,V1
UD0089,456.25,458.0,QV,V1
UD0089,458.0,460.25,BX,V1
UD0089,460.25,584.14,AND,
UD0090,0.0,48.0,RHY,
UD0090,48.0,85.0,AND,
UD0090,85.0,87.0,BX,V1
UD0090,87.0,92.5,QV,V1
UD0090,92.5,94.5,BX,V1
UD0090,94.5,164.0,AND,
UD0090,164.0,166.0,BX,V2
UD0090,166.0,167.5,QV,V2
UD0090,167.5,169.75,BX,V2
UD0090,169.75,190.21,AND,
UD0091,0.0,47.5,RHY,
UD0091,47.5,104.75,AND,
UD0091,104.75,106.5,BX,V3
UD0091,106.5,107.25,QV,V3
UD0091,107.25,109.25,BX,V3
UD0091,109.25,151.0,AND,
UD0091,151.0,153.0,BX,V1
UD0091,153.0,157.25,QV,V1
UD0091,157.25,159.25,BX,V1
UD0091,159.25,234.25,AND,
UD0091,234.25,236.25,BX,V2
UD0091,236.25,237.0,QV,V2
UD0091,237.0,239.25,BX,V2
UD0091,239.25,251.29,AND,
UD0092,0.0,38.75,RHY,
UD0092,38.75,230.25,AND,
UD0092,230.25,232.0,BX,V3
UD0092,232.0,233.5,QV,V3
UD0092,233.5,235.5,BX,V3
UD0092,235.5,292.75,AND,
UD0092,292.75,294.75,BX,V1
UD0092,294.75,298.25,QV,V1
UD0092,298.25,300.0,BX,V1
UD0092,300.0,429.23,AND,
UD0093,0.0,51.5,RHY,
UD0093,51.5,100.5,AND,
UD0093,100.5,102.5,BX,V3
UD0093,102.5,103.5,QV,V3
UD0093,103.5,105.5,BX,V3
UD0093,105.5,150.5,AND,
UD0093,150.5,152.75,BX,V1
UD0093,152.75,155.75,QV,V1
UD0093,155.75,158.0,BX,V1
UD0093,158.0,252.41,AND,
UD0094,0.0,52.0,RHY,
UD0094,52.0,89.0,AND,
UD0094,89.0,91.0,BX,V1
UD0094,91.0,92.25,QV,V1
UD0094,92.25,94.25,BX,V1
UD0094,94.25,216.41,AND,
UD0095,0.0,53.5,RHY,
UD0095,53.5,164.75,AND,
UD0095,164.75,166.5,BX,V3
UD0095,166.5,167.0,QV,V3
UD0095,167.0,168.75,BX,V3
UD0095,168.75,219.75,AND,
UD0095,219.75,222.0,BX,V1
UD0095,222.0,224.75,QV,V1
UD0095,224.75,226.75,BX,V1
UD0095,226.75,344.79,AND,
UD0096,0.0,55.75,RHY,
UD0096,55.75,476.75,AND,
UD0096,476.75,478.75,BX,V1
UD0096,478.75,481.0,QV,V1
UD0096,481.0,483.0,BX,V1
UD0096,483.0,639.39,AND,
UD0097,0.0,73.0,RHY,
UD0097,73.0,392.0,AND,
UD0097,392.0,394.0,BX,V1
UD0097,394.0,396.25,QV,V1
UD0097,396.25,398.0,BX,V1
UD0097,398.0,516.59,AND,
UD0098,0.0,60.0,RHY,
UD0098,60.0,375.75,AND,
UD0098,375.75,377.75,BX,V1
UD0098,377.75,379.0,QV,V1
UD0098,379.0,381.0,BX,V1
UD0098,381.0,494.44,AND,
UD0099,0.0,62.25,RHY,
UD0099,62.25,164.75,AND,
UD0099,164.75,166.5,BX,V1
UD0099,166.5,167.5,QV,V1
UD0099,167.5,169.5,BX,V1
UD0099,169.5,299.46,AND,
UD0100,0.0,48.25,RHY,
UD0100,48.25,176.75,AND,
UD0101,0.0,50.25,RHY,
UD0101,50.25,203.0,AND,
UD0101,203.0,205.25,BX,V3
UD0101,205.25,205.5,QV,V3
UD0101,205.5,207.75,BX,V3
UD0101,207.75,270.5,AND,
UD0101,270.5,272.75,BX,V1
UD0101,272.75,278.0,QV,V1
UD0101,278.0,280.25,BX,V1
UD0101,280.25,394.13,AND,
UD0102,0.0,56.0,RHY,
UD0102,56.0,204.75,AND,
UD0102,204.75,207.0,BX,V1
UD0102,207.0,208.0,QV,V1
UD0102,208.0,210.0,BX,V1
UD0102,210.0,351.89,AND,
UD0103,0.0,67.75,RHY,
UD0103,67.75,427.25,AND,
UD0103,427.25,429.0,BX,V1
UD0103,429.0,431.25,QV,V1
UD0103,431.25,433.25,BX,V1
UD0103,433.25,555.21,AND,
UD0104,0.0,71.0,RHY,
UD0104,71.0,318.75,AND,
UD0104,318.75,320.75,BX,V1
UD0104,320.75,323.25,QV,V1
UD0104,323.25,325.25,BX,V1
UD0104,325.25,475.6,AND,
UD0105,0.0,61.0,RHY,
UD0105,61.0,209.75,AND,
UD0105,209.75,211.75,BX,V1
UD0105,211.75,213.75,QV,V1
UD0105,213.75,215.75,BX,V1
UD0105,215.75,306.71,AND,
UD0106,0.0,76.5,RHY,
UD0106,76.5,387.5,AND,
UD0106,387.5,389.25,BX,V1
UD0106,389.25,391.0,QV,V1
UD0106,391.0,393.0,BX,V1
UD0106,393.0,532.13,AND,
UD0107,0.0,72.0,RHY,
UD0107,72.0,407.0,AND,
UD0107,407.0,408.75,BX,V1
UD0107,408.75,411.0,QV,V1
UD0107,411.0,412.75,BX,V1
UD0107,412.75,556.48,AND,
UD0108,0.0,61.75,RHY,
UD0108,61.75,338.25,AND,
UD0108,338.25,340.25,BX,V1
UD0108,340.25,341.5,QV,V1
UD0108,341.5,343.5,BX,V1
UD0108,343.5,481.64,AND,
UD0109,0.0,53.75,RHY,
UD0109,53.75,201.25,AND,
UD0109,201.25,203.5,BX,V1
UD0109,203.5,205.0,QV,V1
UD0109,205.0,207.25,BX,V1
UD0109,207.25,300.97,AND,
UD0110,0.0,70.0,RHY,
UD0110,70.0,587.84,AND,
UD0111,0.0,78.0,RHY,
UD0111,78.0,421.0,AND,
UD0111,421.0,422.75,BX,V1
UD0111,422.75,423.25,QV,V1
UD0111,423.25,425.0,BX,V1
UD0111,425.0,573.16,AND,
UD0112,0.0,58.0,RHY,
UD0112,58.0,295.0,AND,
UD0113,0.0,52.5,RHY,
UD0113,52.5,235.79,AND,
UD0114,0.0,49.75,RHY,
UD0114,49.75,137.68,AND,
UD0115,0.0,62.25,RHY,
UD0115,62.25,559.12,AND,
UD0116,0.0,54.25,RHY,
UD0116,54.25,341.5,AND,
UD0117,0.0,77.25,RHY,
UD0117,77.25,592.62,AND,
UD0118,0.0,39.75,RHY,
UD0118,39.75,197.93,AND,
CH00001,0.0,1.6,BX,V1
CH00001,1.6,2.1,QV,V1
CH00001,2.1,3.23,BX,V1
CH00002,0.0,0.2,AND,
CH00002,0.2,1.75,BX,V1
CH00002,1.75,2.3,QV,V1
CH00002,2.3,3.26,BX,V1
CH00003,0.0,0.3,AND,
CH00003,0.3,1.85,BX,V1
CH00003,1.85,2.4,QV,V1
CH00003,2.4,4.0,BX,V1
CH00003,4.0,4.43,AND,
CH00004,0.0,0.25,AND,
CH00004,0.25,1.8,BX,V1
CH00004,1.8,2.4,QV,V1
CH00004,2.4,3.27,BX,V1
CH00005,0.0,0.2,AND,
CH00005,0.2,1.75,BX,V1
CH00005,1.75,2.35,QV,V1
CH00005,2.35,3.3,BX,V1
CH00006,0.0,1.6,BX,V1
CH00006,1.6,2.25,QV,V1
CH00006,2.25,3.43,BX,V1
CH00007,0.0,0.4,AND,
CH00007,0.4,1.95,BX,V1
CH00007,1.95,2.7,QV,V1
CH00007,2.7,4.25,BX,V1
CH00007,4.25,4.36,AND,
CH00008,0.0,0.45,AND,
CH00008,0.45,2.0,BX,V1
CH00008,2.0,2.8,QV,V1
CH00008,2.8,3.87,BX,V1
CH00009,0.0,1.3,BX,V1
CH00009,1.3,2.15,QV,V1
CH00009,2.15,3.7,BX,V1
CH00009,3.7,4.55,AND,
CH00010,0.0,0.3,AND,
CH00010,0.3,1.85,BX,V1
CH00010,1.85,2.8,QV,V1
CH00010,2.8,4.06,BX,V1
CH00011,0.0,1.55,BX,V1
CH00011,1.55,2.6,QV,V1
CH00011,2.6,3.78,BX,V1
CH00012,0.0,1.15,BX,V1
CH00012,1.15,2.25,QV,V1
CH00012,2.25,3.8,BX,V1
CH00012,3.8,4.59,AND,
CH00013,0.0,0.3,AND,
CH00013,0.3,1.85,BX,V1
CH00013,1.85,3.05,QV,V1
CH00013,3.05,4.22,BX,V1
CH00014,0.0,1.1,BX,V1
CH00014,1.1,2.35,QV,V1
CH00014,2.35,3.9,BX,V1
CH00014,3.9,4.44,AND,
CH00015,0.0,1.05,BX,V1
CH00015,1.05,2.3,QV,V1
CH00015,2.3,3.85,BX,V1
CH00015,3.85,4.42,AND,
CH00016,0.0,0.35,AND,
CH00016,0.35,1.9,BX,V1
CH00016,1.9,3.15,QV,V1
CH00016,3.15,4.57,BX,V1
CH00017,0.0,0.4,AND,
CH00017,0.4,1.95,BX,V1
CH00017,1.95,3.2,QV,V1
CH00017,3.2,4.12,BX,V1
CH00018,0.0,0.35,AND,
CH00018,0.35,1.9,BX,V1
CH00018,1.9,3.1,QV,V1
CH00018,3.1,4.48,BX,V1
CH00019,0.0,1.5,BX,V1
CH00019,1.5,2.6,QV,V1
CH00019,2.6,4.15,BX,V1
CH00019,4.15,4.38,AND,
CH00020,0.0,0.1,AND,
CH00020,0.1,1.65,BX,V1
CH00020,1.65,2.75,QV,V1
CH00020,2.75,4.12,BX,V1
CH00021,0.0,0.1,AND,
CH00021,0.1,1.65,BX,V1
CH00021,1.65,2.7,QV,V1
CH00021,2.7,4.2,BX,V1
CH00021,4.2,4.71,AND,
CH00022,0.0,1.45,BX,V1
CH00022,1.45,2.4,QV,V1
CH00022,2.4,3.95,BX,V1
CH00022,3.95,4.79,AND,
CH00023,0.0,1.55,BX,V1
CH00023,1.55,2.45,QV,V1
CH00023,2.45,3.94,BX,V1
CH00024,0.0,1.15,BX,V1
CH00024,1.15,2.05,QV,V1
CH00024,2.05,3.6,BX,V1
CH00024,3.6,4.41,AND,
CH00025,0.0,1.15,BX,V1
CH00025,1.15,2.05,QV,V1
CH00025,2.05,3.6,BX,V1
CH00025,3.6,4.76,AND,
CH00026,0.0,0.95,BX,V1
CH00026,0.95,1.8,QV,V1
CH00026,1.8,3.35,BX,V1
CH00026,3.35,3.65,AND,
CH00027,0.0,1.3,BX,V1
CH00027,1.3,2.15,QV,V1
CH00027,2.15,3.35,BX,V1
CH00028,0.0,0.9,BX,V1
CH00028,0.9,1.75,QV,V1
CH00028,1.75,3.3,BX,V1
CH00028,3.3,4.37,AND,
CH00029,0.0,1.05,BX,V1
CH00029,1.05,1.9,QV,V1
CH00029,1.9,3.45,BX,V1
CH00029,3.45,3.97,AND,
CH00030,0.0,0.05,AND,
CH00030,0.05,1.55,BX,V1
CH00030,1.55,2.45,QV,V1
CH00030,2.45,3.95,BX,V1
CH00030,3.95,4.84,AND,
CH00031,0.0,0.95,BX,V1
CH00031,0.95,1.8,QV,V1
CH00031,1.8,3.35,BX,V1
CH00031,3.35,4.67,AND,
CH00032,0.0,1.3,BX,V1
CH00032,1.3,2.15,QV,V1
CH00032,2.15,3.68,BX,V1
CH00033,0.0,1.4,BX,V1
CH00033,1.4,2.3,QV,V1
CH00033,2.3,3.8,BX,V1
CH00033,3.8,4.02,AND,
CH00034,0.0,1.5,BX,V1
CH00034,1.5,2.4,QV,V1
CH00034,2.4,3.95,BX,V1
CH00034,3.95,4.15,AND,
CH00035,0.0,0.1,AND,
CH00035,0.1,1.65,BX,V1
CH00035,1.65,2.55,QV,V1
CH00035,2.55,3.87,BX,V1
CH00036,0.0,1.15,BX,V1
CH00036,1.15,2.05,QV,V1
CH00036,2.05,3.6,BX,V1
CH00036,3.6,3.69,AND,
CH00037,0.0,1.4,BX,V1
CH00037,1.4,2.3,QV,V1
CH00037,2.3,3.85,BX,V1
CH00037,3.85,4.74,AND,
CH00038,0.0,1.3,BX,V1
CH00038,1.3,2.2,QV,V1
CH00038,2.2,3.75,BX,V1
CH00038,3.75,4.28,AND,
CH00039,0.0,1.45,BX,V1
CH00039,1.45,2.3,QV,V1
CH00039,2.3,3.67,BX,V1
CH00040,0.0,1.15,BX,V1
CH00040,1.15,2.0,QV,V1
CH00040,2.0,3.55,BX,V1
CH00040,3.55,3.62,AND,
CH00041,0.0,0.05,AND,
CH00041,0.05,1.6,BX,V1
CH00041,1.6,2.4,QV,V1
CH00041,2.4,3.74,BX,V1
CH00042,0.0,0.25,AND,
CH00042,0.25,1.8,BX,V1
CH00042,1.8,2.6,QV,V1
CH00042,2.6,4.15,BX,V1
CH00042,4.15,4.43,AND,
CH00043,0.0,1.0,BX,V1
CH00043,1.0,1.8,QV,V1
CH00043,1.8,3.35,BX,V1
CH00043,3.35,4.35,AND,
CH00044,0.0,1.35,BX,V1
CH00044,1.35,2.1,QV,V1
CH00044,2.1,3.65,BX,V1
CH00044,3.65,4.24,AND,
CH00045,0.0,1.1,BX,V1
CH00045,1.1,1.85,QV,V1
CH00045,1.85,3.4,BX,V1
CH00045,3.4,4.48,AND,
CH00046,0.0,1.25,BX,V1
CH00046,1.25,2.0,QV,V1
CH00046,2.0,3.55,BX,V1
CH00046,3.55,4.43,AND,
CH00047,0.0,1.55,BX,V1
CH00047,1.55,2.25,QV,V1
CH00047,2.25,3.52,BX,V1
CH00048,0.0,1.5,BX,V1
CH00048,1.5,2.2,QV,V1
CH00048,2.2,3.8,BX,V1
CH00048,3.8,4.06,AND,
CH00049,0.0,0.05,AND,
CH00049,0.05,1.6,BX,V1
CH00049,1.6,2.3,QV,V1
CH00049,2.3,3.85,BX,V1
CH00049,3.85,3.92,AND,
CH00050,0.0,0.9,BX,V1
CH00050,0.9,1.6,QV,V1
CH00050,1.6,3.15,BX,V1
CH00050,3.15,3.81,AND,
CH00051,0.0,1.4,BX,V1
CH00051,1.4,2.1,QV,V1
CH00051,2.1,3.65,BX,V1
CH00051,3.65,4.4,AND,
CH00052,0.0,1.45,BX,V1
CH00052,1.45,2.15,QV,V1
CH00052,2.15,3.27,BX,V1
CH00053,0.0,1.35,BX,V1
CH00053,1.35,2.05,QV,V1
CH00053,2.05,3.6,BX,V1
CH00053,3.6,4.42,AND,
CH00054,0.0,0.1,AND,
CH00054,0.1,1.65,BX,V1
CH00054,1.65,2.4,QV,V1
CH00054,2.4,3.95,BX,V1
CH00054,3.95,4.36,AND,
CH00055,0.0,0.85,BX,V1
CH00055,0.85,1.6,QV,V1
CH00055,1.6,3.15,BX,V1
CH00055,3.15,3.97,AND,
CH00056,0.0,1.2,BX,V1
CH00056,1.2,2.05,QV,V1
CH00056,2.05,3.6,BX,V1
CH00056,3.6,4.62,AND,
CH00057,0.0,1.2,BX,V1
CH00057,1.2,2.05,QV,V1
CH00057,2.05,3.65,BX,V1
CH00057,3.65,4.51,AND,
CH00058,0.0,1.5,BX,V1
CH00058,1.5,2.4,QV,V1
CH00058,2.4,3.53,BX,V1
CH00059,0.0,1.45,BX,V1
CH00059,1.45,2.45,QV,V1
CH00059,2.45,4.05,BX,V1
CH00059,4.05,4.08,AND,
CH00060,0.0,1.0,BX,V1
CH00060,1.0,2.05,QV,V1
CH00060,2.05,3.65,BX,V1
CH00060,3.65,4.37,AND,
CH00061,0.0,1.6,BX,V1
CH00061,1.6,2.75,QV,V1
CH00061,2.75,4.35,BX,V1
CH00061,4.35,4.58,AND,
CH00062,0.0,0.8,BX,V1
CH00062,0.8,2.0,QV,V1
CH00062,2.0,3.6,BX,V1
CH00062,3.6,4.16,AND,
CH00063,0.0,0.75,BX,V1
CH00063,0.75,2.1,QV,V1
CH00063,2.1,3.7,BX,V1
CH00063,3.7,4.61,AND,
CH00064,0.0,0.9,BX,V1
CH00064,0.9,2.3,QV,V1
CH00064,2.3,3.9,BX,V1
CH00064,3.9,4.34,AND,
CH00065,0.0,0.9,BX,V1
CH00065,0.9,2.4,QV,V1
CH00065,2.4,4.0,BX,V1
CH00065,4.0,4.94,AND,
CH00066,0.0,1.6,BX,V1
CH00066,1.6,3.2,QV,V1
CH00066,3.2,4.8,BX,V1
CH00066,4.8,5.07,AND,
CH00067,0.0,0.05,AND,
CH00067,0.05,1.65,BX,V1
CH00067,1.65,3.3,QV,V1
CH00067,3.3,4.9,BX,V1
CH00067,4.9,5.35,AND,
CH00068,0.0,0.95,BX,V1
CH00068,0.95,2.6,QV,V1
CH00068,2.6,4.2,BX,V1
CH00068,4.2,4.93,AND,
CH00069,0.0,1.2,BX,V1
CH00069,1.2,2.9,QV,V1
CH00069,2.9,4.45,BX,V1
CH00069,4.45,4.76,AND,
CH00070,0.0,1.2,BX,V1
CH00070,1.2,2.9,QV,V1
CH00070,2.9,4.45,BX,V1
CH00070,4.45,5.08,AND,
CH00071,0.0,0.8,BX,V1
CH00071,0.8,2.5,QV,V1
CH00071,2.5,4.1,BX,V1
CH00071,4.1,4.22,AND,
CH00072,0.0,1.2,BX,V1
CH00072,1.2,2.9,QV,V1
CH00072,2.9,4.45,BX,V1
CH00072,4.45,5.26,AND,
CH00073,0.0,0.9,BX,V1
CH00073,0.9,2.6,QV,V1
CH00073,2.6,4.2,BX,V1
CH00073,4.2,4.7,AND,
CH00074,0.0,1.1,BX,V1
CH00074,1.1,2.75,QV,V1
CH00074,2.75,4.35,BX,V1
CH00074,4.35,4.61,AND,
CH00075,0.0,1.35,BX,V1
CH00075,1.35,3.0,QV,V1
CH00075,3.0,4.6,BX,V1
CH00075,4.6,5.51,AND,
CH00076,0.0,1.55,BX,V1
CH00076,1.55,3.2,QV,V1
CH00076,3.2,4.8,BX,V1
CH00076,4.8,5.46,AND,
CH00077,0.0,1.5,BX,V1
CH00077,1.5,3.15,QV,V1
CH00077,3.15,4.24,BX,V1
CH00078,0.0,0.9,BX,V1
CH00078,0.9,2.55,QV,V1
CH00078,2.55,4.15,BX,V1
CH00078,4.15,5.06,AND,
CH00079,0.0,0.05,AND,
CH00079,0.05,1.65,BX,V1
CH00079,1.65,3.3,QV,V1
CH00079,3.3,4.85,BX,V1
CH00079,4.85,5.13,AND,
CH00080,0.0,0.9,BX,V1
CH00080,0.9,2.55,QV,V1
CH00080,2.55,4.08,BX,V1
CH00081,0.0,1.4,BX,V1
CH00081,1.4,3.0,QV,V1
CH00081,3.0,4.55,BX,V1
CH00081,4.55,4.71,AND,
CH00082,0.0,1.15,BX,V1
CH00082,1.15,2.75,QV,V1
CH00082,2.75,4.17,BX,V1
CH00083,0.0,1.1,BX,V1
CH00083,1.1,2.6,QV,V1
CH00083,2.6,4.2,BX,V1
CH00083,4.2,4.78,AND,
CH00084,0.0,1.0,BX,V1
CH00084,1.0,2.5,QV,V1
CH00084,2.5,4.05,BX,V1
CH00084,4.05,4.23,AND,
CH00085,0.0,0.85,BX,V1
CH00085,0.85,2.3,QV,V1
CH00085,2.3,3.85,BX,V1
CH00085,3.85,5.28,AND,
CH00086,0.0,1.25,BX,V1
CH00086,1.25,2.6,QV,V1
CH00086,2.6,4.15,BX,V1
CH00086,4.15,4.45,AND,
CH00086,4.45,5.11,BX,V4
CH00087,0.0,1.55,BX,V1
CH00087,1.55,2.85,QV,V1
CH00087,2.85,4.45,BX,V1
CH00087,4.45,4.89,BX,V4
CH00088,0.0,1.55,BX,V1
CH00088,1.55,2.75,QV,V1
CH00088,2.75,3.45,BX,V1
CH00088,3.45,4.25,QV,V4
CH00089,0.0,1.3,BX,V1
CH00089,1.3,1.45,QV,V1
CH00089,1.45,2.5,QV,V4
CH00089,2.5,3.95,BX,V1
CH00089,3.95,4.35,BX,V4
CH00089,4.35,4.7,AND,
CH00090,0.0,0.3,QV,V4
CH00090,0.3,0.95,BX,V1
CH00090,0.95,1.95,QV,V1
CH00090,1.95,3.5,BX,V1
CH00090,3.5,4.83,AND,
CH00091,0.0,1.05,BX,V1
CH00091,1.05,1.95,QV,V1
CH00091,1.95,3.55,BX,V1
CH00091,3.55,4.26,AND,
CH00092,0.0,0.85,BX,V1
CH00092,0.85,1.7,QV,V1
CH00092,1.7,3.25,BX,V1
CH00092,3.25,4.42,AND,
CH00093,0.0,1.1,BX,V1
CH00093,1.1,1.85,QV,V1
CH00093,1.85,3.45,BX,V1
CH00093,3.45,4.13,AND,
CH00094,0.0,1.3,BX,V1
CH00094,1.3,2.0,QV,V1
CH00094,2.0,3.6,BX,V1
CH00094,3.6,3.73,AND,
CH00095,0.0,1.05,BX,V1
CH00095,1.05,1.8,QV,V1
CH00095,1.8,3.35,BX,V1
CH00095,3.35,4.54,AND,
CH00096,0.0,1.5,BX,V1
CH00096,1.5,2.2,QV,V1
CH00096,2.2,3.77,BX,V1
CH00097,0.0,1.55,BX,V1
CH00097,1.55,2.25,QV,V1
CH00097,2.25,3.85,BX,V1
CH00097,3.85,4.27,AND,
CH00098,0.0,1.6,BX,V1
CH00098,1.6,2.3,QV,V1
CH00098,2.3,3.9,BX,V1
CH00098,3.9,4.05,AND,
CH00099,0.0,0.65,BX,V1
CH00099,0.65,1.45,QV,V1
CH00099,1.45,3.0,BX,V1
CH00099,3.0,4.07,AND,
CH00100,0.0,0.95,BX,V1
CH00100,0.95,1.8,QV,V1
CH00100,1.8,3.35,BX,V1
CH00100,3.35,3.8,AND,
CH00101,0.0,1.45,BX,V1
CH00101,1.45,2.35,QV,V1
CH00101,2.35,3.95,BX,V1
CH00101,3.95,4.39,AND,
CH00102,0.0,1.05,BX,V1
CH00102,1.05,2.1,QV,V1
CH00102,2.1,3.65,BX,V1
CH00102,3.65,4.2,AND,
CH00103,0.0,0.95,BX,V1
CH00103,0.95,2.15,QV,V1
CH00103,2.15,3.75,BX,V1
CH00103,3.75,3.99,AND,
CH00104,0.0,0.95,BX,V1
CH00104,0.95,2.3,QV,V1
CH00104,2.3,3.85,BX,V1
CH00104,3.85,5.12,AND,
CH00105,0.0,0.85,BX,V1
CH00105,0.85,2.45,QV,V1
CH00105,2.45,4.05,BX,V1
CH00105,4.05,4.48,AND,
CH00106,0.0,0.95,BX,V1
CH00106,0.95,2.75,QV,V1
CH00106,2.75,4.35,BX,V1
CH00106,4.35,4.41,AND,
CH00107,0.0,1.25,BX,V1
CH00107,1.25,3.25,QV,V1
CH00107,3.25,4.8,BX,V1
CH00107,4.8,5.17,AND,
CH00108,0.0,0.7,BX,V1
CH00108,0.7,2.9,QV,V1
CH00108,2.9,4.5,BX,V1
CH00108,4.5,5.21,AND,
CH00109,0.0,1.05,BX,V1
CH00109,1.05,3.45,QV,V1
CH00109,3.45,5.0,BX,V1
CH00109,5.0,6.09,AND,
CH00110,0.0,1.4,BX,V1
CH00110,1.4,3.95,QV,V1
CH00110,3.95,5.55,BX,V1
CH00110,5.55,6.05,AND,
CH00111,0.0,1.15,BX,V1
CH00111,1.15,3.8,QV,V1
CH00111,3.8,5.4,BX,V1
CH00111,5.4,5.61,AND,
CH00112,0.0,1.05,BX,V1
CH00112,1.05,3.8,QV,V1
CH00112,3.8,5.4,BX,V1
CH00112,5.4,5.52,AND,
CH00113,0.0,1.05,BX,V1
CH00113,1.05,3.75,QV,V1
CH00113,3.75,5.35,BX,V1
CH00113,5.35,6.53,AND,
CH00114,0.0,1.6,BX,V1
CH00114,1.6,4.3,QV,V1
CH00114,4.3,5.9,BX,V1
CH00114,5.9,6.43,AND,
CH00115,0.0,0.9,BX,V1
CH00115,0.9,3.5,QV,V1
CH00115,3.5,5.15,BX,V1
CH00115,5.15,6.5,AND,
CH00116,0.0,1.5,BX,V1
CH00116,1.5,4.05,QV,V1
CH00116,4.05,4.95,BX,V1
