HOLE_ID,FROM,TO,AU_GPT,AG_GPT,AS_PPM
UD0004,107.53,109.53,0.005,0.23,71.0
UD0004,109.53,111.54,0.005,0.61,14.0
UD0004,111.54,113.55,0.005,0.46,9.0
UD0004,113.55,115.56,0.006,0.51,32.0
UD0004,115.56,117.56,0.005,0.49,10.0
UD0004,117.56,119.57,0.007,0.05,23.0
UD0004,119.57,121.58,0.005,0.23,71.0
UD0004,121.58,123.58,0.05,0.75,86.0
UD0004,123.58,125.59,0.018,0.55,87.0
UD0004,125.59,127.6,0.024,0.36,97.0
UD0004,127.6,129.6,0.019,0.75,19.0
UD0004,129.6,131.61,0.084,3.19,50.0
UD0004,131.61,133.62,0.013,1.05,36.0
UD0004,133.62,135.62,0.026,0.34,28.0
UD0004,135.62,137.63,0.009,0.16,16.0
UD0004,137.63,139.64,0.011,0.43,97.0
UD0004,139.64,141.64,0.005,0.18,18.0
UD0004,141.64,143.65,0.01,0.94,21.0
UD0004,143.65,145.66,0.007,0.47,11.0
UD0004,145.66,147.67,0.019,0.48,32.0
UD0004,147.67,149.67,0.005,1.4,2.0
UD0004,149.67,151.68,0.012,0.58,47.0
UD0004,151.68,153.69,0.006,0.82,20.0
UD0004,153.69,155.69,0.031,0.89,55.0
UD0004,155.69,157.7,0.005,0.68,23.0
UD0004,157.7,159.71,0.006,0.41,22.0
UD0004,159.71,161.71,0.105,5.04,18.0
UD0004,161.71,163.72,0.205,11.0,136.0
UD0004,163.72,165.73,0.009,0.66,33.0
UD0004,165.73,167.73,0.005,0.13,12.0
UD0004,167.73,169.74,0.017,0.37,13.0
UD0004,169.74,171.75,0.06,1.48,58.0
UD0004,171.75,173.75,0.006,0.17,33.0
UD0004,173.75,175.76,0.011,0.56,46.0
UD0004,175.76,177.77,0.098,5.14,186.0
UD0004,177.77,179.78,0.005,0.21,31.0
UD0004,179.78,181.78,0.015,0.18,23.0
UD0004,181.78,183.79,0.005,0.5,18.0
UD0004,183.79,185.8,0.005,0.23,36.0
UD0004,185.8,187.8,0.053,0.88,39.0
UD0004,187.8,189.81,0.012,0.32,29.0
UD0004,189.81,191.82,0.006,0.32,28.0
UD0004,191.82,193.82,0.029,0.59,32.0
UD0004,193.82,195.83,0.011,0.62,21.0
UD0004,195.83,197.84,0.058,4.56,107.0
UD0004,197.84,199.84,0.006,0.16,17.0
UD0004,199.84,201.85,0.038,0.26,42.0
UD0004,201.85,203.86,0.005,0.22,12.0
UD0004,203.86,205.86,0.034,0.96,7.0
UD0004,205.86,207.87,0.03,0.36,29.0
UD0004,207.87,209.88,0.11,3.07,36.0
UD0004,209.88,211.89,0.056,0.63,10.0
UD0004,211.89,213.89,0.009,0.17,11.0
UD0004,213.89,215.9,0.033,0.41,31.0
UD0004,215.9,217.91,0.036,0.48,18.0
UD0004,217.91,219.91,0.005,0.29,17.0
UD0004,219.91,221.92,0.007,0.46,36.0
UD0004,221.92,223.93,0.019,1.02,18.0
UD0004,223.93,225.93,0.026,0.27,71.0
UD0004,225.93,227.94,0.027,0.43,23.0
UD0004,227.94,229.95,0.005,0.14,13.0
UD0004,229.95,231.95,0.013,0.87,27.0
UD0004,231.95,233.96,0.035,0.91,56.0
UD0004,233.96,235.97,0.091,1.51,53.0
UD0004,235.97,237.97,0.088,2.36,67.0
UD0004,237.97,239.98,0.14,7.99,106.0
UD0004,239.98,241.99,0.064,2.27,12.0
UD0004,241.99,244.0,0.062,4.2,36.0
UD0004,244.0,246.0,0.005,0.96,12.0
UD0004,246.0,248.01,0.016,0.68,36.0
UD0004,248.01,250.02,0.025,0.3,46.0
UD0004,250.02,252.02,0.018,0.18,19.0
UD0004,252.02,254.03,0.005,0.45,11.0
UD0004,254.03,256.04,0.005,0.43,5.0
UD0004,256.04,258.04,0.008,0.86,53.0
UD0004,258.04,260.05,0.005,1.29,33.0
UD0004,260.05,262.06,0.005,0.21,30.0
UD0004,262.06,264.06,0.011,0.34,19.0
UD0004,264.06,266.07,0.005,0.09,9.0
UD0004,266.07,268.08,0.07,0.68,38.0
UD0004,268.08,270.08,0.005,1.55,12.0
UD0004,270.08,272.09,0.005,0.34,10.0
UD0004,272.09,274.1,0.018,0.57,12.0
UD0004,274.1,276.11,0.008,0.41,12.0
UD0004,276.11,278.11,0.015,0.15,11.0
UD0004,278.11,280.12,0.01,0.5,54.0
UD0004,280.12,282.13,0.006,1.27,29.0
UD0004,282.13,284.13,0.007,0.3,13.0
UD0004,284.13,286.14,0.005,0.82,8.0
UD0004,286.14,288.15,0.009,0.45,5.0
UD0004,288.15,290.15,0.042,0.82,20.0
UD0004,290.15,292.16,0.005,3.83,16.0
UD0004,292.16,294.17,0.005,1.51,5.0
UD0004,294.17,296.17,0.015,0.39,17.0
UD0004,296.17,298.18,0.017,0.26,53.0
UD0004,298.18,300.19,0.021,0.73,52.0
UD0004,300.19,302.19,0.019,0.41,16.0
UD0004,302.19,304.2,0.015,0.57,19.0
UD0004,304.2,306.21,0.008,0.28,38.0
UD0004,306.21,308.22,0.025,0.34,57.0
UD0004,308.22,310.22,0.019,0.22,24.0
UD0004,310.22,312.23,0.005,0.61,22.0
UD0004,312.23,314.24,0.005,0.45,14.0
UD0004,314.24,316.24,0.013,0.55,32.0
UD0004,316.24,318.25,0.016,0.36,71.0
UD0004,318.25,319.17,1.668,26.72,1000.0
UD0004,319.17,320.08,2.342,43.21,472.0
UD0004,320.08,321.0,0.767,19.6,1264.0
UD0004,321.0,322.0,16.11,647.49,523.0
UD0004,322.0,323.0,1.584,22.44,838.0
UD0004,323.0,323.92,0.024,1.1,502.0
UD0004,323.92,324.83,0.121,1.2,419.0
UD0004,324.83,325.75,0.164,1.92,166.0
UD0004,325.75,327.74,0.011,0.13,33.0
UD0004,327.74,329.73,0.058,1.45,29.0
UD0004,329.73,331.72,0.022,1.47,33.0
UD0004,331.72,333.71,0.046,2.29,87.0
UD0004,333.71,335.7,0.019,0.29,32.0
UD0004,335.7,337.69,0.111,2.03,228.0
UD0004,337.69,339.68,0.005,0.09,43.0
UD0004,339.68,341.67,0.006,0.08,26.0
UD0004,341.67,343.66,0.027,1.17,7.0
UD0004,343.66,345.65,0.028,1.2,36.0
UD0004,345.65,347.64,0.03,1.05,84.0
UD0004,347.64,349.63,0.014,0.26,95.0
UD0004,349.63,351.62,0.014,0.76,28.0
UD0004,351.62,353.61,0.005,0.55,42.0
UD0004,353.61,355.6,0.005,0.5,9.0
UD0004,355.6,357.59,0.005,0.25,19.0
UD0004,357.59,359.59,0.005,0.11,4.0
UD0004,359.59,361.58,0.005,0.51,11.0
UD0004,361.58,363.57,0.005,0.31,38.0
UD0004,363.57,365.56,0.032,0.33,43.0
UD0004,365.56,367.55,0.018,1.01,59.0
UD0004,367.55,369.54,0.01,0.17,31.0
UD0004,369.54,371.53,0.02,0.35,16.0
UD0004,371.53,373.52,0.048,0.8,40.0
UD0004,373.52,375.51,0.021,0.59,21.0
UD0004,375.51,377.5,0.032,1.77,84.0
UD0004,377.5,379.49,0.015,0.42,23.0
UD0004,379.49,381.48,0.005,0.28,17.0
UD0004,381.48,383.47,0.005,0.23,14.0
UD0004,383.47,385.46,0.011,0.9,20.0
UD0004,385.46,387.45,0.005,0.24,19.0
UD0004,387.45,389.44,0.024,0.25,45.0
UD0004,389.44,391.43,0.026,0.86,22.0
UD0004,391.43,393.42,0.028,0.47,79.0
UD0004,393.42,395.41,0.007,0.95,66.0
UD0004,395.41,397.4,0.071,1.83,110.0
UD0004,397.4,399.39,0.02,0.17,21.0
UD0004,399.39,401.38,0.029,0.64,60.0
UD0004,401.38,403.37,0.014,0.09,177.0
UD0004,403.37,405.36,0.015,0.46,31.0
UD0004,405.36,407.35,0.005,0.34,20.0
UD0004,407.35,409.34,0.006,1.73,21.0
UD0004,409.34,411.33,0.038,2.83,11.0
UD0004,411.33,413.32,0.04,1.71,23.0
UD0004,413.32,415.31,0.005,1.32,8.0
UD0004,415.31,417.3,0.005,0.24,4.0
UD0004,417.3,419.29,0.041,0.44,7.0
UD0004,419.29,421.28,0.089,0.79,15.0
UD0004,421.28,423.27,0.019,0.56,14.0
UD0004,423.27,425.27,0.005,0.11,43.0
UD0004,425.27,427.26,0.007,0.66,136.0
UD0004,427.26,429.25,0.005,1.46,19.0
UD0004,429.25,431.24,0.021,0.64,107.0
UD0004,431.24,433.23,0.074,1.41,96.0
UD0004,433.23,435.22,0.01,1.51,46.0
UD0004,435.22,437.21,0.074,0.73,26.0
UD0004,437.21,439.2,0.16,4.08,59.0
UD0004,439.2,441.19,0.021,1.08,33.0
UD0004,441.19,443.18,0.018,0.17,102.0
UD0004,443.18,445.17,0.016,0.24,41.0
UD0004,445.17,447.16,0.005,0.25,9.0
UD0004,447.16,449.15,0.008,0.38,7.0
UD0004,449.15,451.14,0.018,0.45,37.0
UD0004,451.14,453.13,0.017,0.61,16.0
UD0004,453.13,455.12,0.039,3.58,28.0
UD0005,113.25,115.24,0.029,0.53,82.0
UD0005,115.24,117.23,0.005,0.27,14.0
UD0005,117.23,119.22,0.005,0.46,12.0
UD0005,119.22,121.22,0.066,0.48,29.0
UD0005,121.22,123.21,0.01,0.56,9.0
UD0005,123.21,125.2,0.008,0.4,28.0
UD0005,125.2,127.19,0.005,0.14,36.0
UD0005,127.19,129.18,0.037,0.85,376.0
UD0005,129.18,131.17,0.071,1.64,69.0
UD0005,131.17,133.16,0.026,0.36,24.0
UD0005,133.16,135.15,0.021,1.11,26.0
UD0005,135.15,137.15,0.005,0.33,31.0
UD0005,137.15,139.14,0.005,2.29,33.0
UD0005,139.14,141.13,0.007,0.41,14.0
UD0005,141.13,143.12,0.005,0.6,25.0
UD0005,143.12,145.11,0.005,0.09,23.0
UD0005,145.11,147.1,0.036,1.73,69.0
UD0005,147.1,149.09,0.005,0.36,13.0
UD0005,149.09,151.08,0.011,1.07,57.0
UD0005,151.08,153.08,0.032,4.24,59.0
UD0005,153.08,155.07,0.063,5.34,87.0
UD0005,155.07,157.06,0.007,0.63,19.0
UD0005,157.06,159.05,0.005,0.84,20.0
UD0005,159.05,161.04,0.005,1.01,36.0
UD0005,161.04,163.03,0.053,1.73,25.0
UD0005,163.03,165.02,0.039,0.79,34.0
UD0005,165.02,167.02,0.005,1.47,4.0
UD0005,167.02,169.01,0.005,0.23,6.0
UD0005,169.01,171.0,0.005,0.21,11.0
UD0005,171.0,172.99,0.005,0.52,42.0
UD0005,172.99,174.98,0.009,0.13,64.0
UD0005,174.98,176.97,0.041,2.19,17.0
UD0005,176.97,178.96,0.012,0.29,23.0
UD0005,178.96,180.95,0.005,1.05,15.0
UD0005,180.95,182.95,0.006,0.77,9.0
UD0005,182.95,184.94,0.064,3.78,14.0
UD0005,184.94,186.93,0.005,0.47,11.0
UD0005,186.93,188.92,0.005,0.24,38.0
UD0005,188.92,190.91,0.006,0.55,56.0
UD0005,190.91,192.9,0.005,0.24,8.0
UD0005,192.9,194.89,0.01,0.09,16.0
UD0005,194.89,196.88,0.027,0.8,18.0
UD0005,196.88,198.88,0.047,3.64,59.0
UD0005,198.88,200.87,0.11,6.05,199.0
UD0005,200.87,202.86,0.01,0.64,19.0
UD0005,202.86,204.85,0.005,0.12,32.0
UD0005,204.85,206.84,0.005,0.9,12.0
UD0005,206.84,208.83,0.005,0.36,14.0
UD0005,208.83,210.82,0.045,0.74,246.0
UD0005,210.82,212.82,0.008,0.4,26.0
UD0005,212.82,214.81,0.007,0.13,78.0
UD0005,214.81,216.8,0.011,0.62,27.0
UD0005,216.8,218.79,0.01,0.16,134.0
UD0005,218.79,220.78,0.03,0.55,24.0
UD0005,220.78,222.77,0.031,0.4,98.0
UD0005,222.77,224.76,1.074,17.47,100.0
UD0005,224.76,226.75,0.041,0.92,17.0
UD0005,226.75,228.75,0.016,0.75,76.0
UD0005,228.75,230.74,0.005,0.46,22.0
UD0005,230.74,232.73,0.054,0.85,160.0
UD0005,232.73,234.72,0.019,1.33,26.0
UD0005,234.72,236.71,0.029,0.39,40.0
UD0005,236.71,238.7,0.014,1.05,15.0
UD0005,238.7,240.69,0.005,0.38,84.0
UD0005,240.69,242.68,0.005,0.2,30.0
UD0005,242.68,244.68,0.006,0.78,56.0
UD0005,244.68,246.67,0.163,10.64,128.0
UD0005,246.67,248.66,0.029,0.75,11.0
UD0005,248.66,250.65,0.007,0.51,15.0
UD0005,250.65,252.64,0.005,1.22,18.0
UD0005,252.64,254.63,0.005,0.45,6.0
UD0005,254.63,256.62,0.047,2.47,21.0
UD0005,256.62,258.62,0.005,1.13,28.0
UD0005,258.62,260.61,0.005,0.29,6.0
UD0005,260.61,262.6,0.005,0.29,4.0
UD0005,262.6,264.59,0.221,3.78,72.0
UD0005,264.59,266.58,0.044,0.96,34.0
UD0005,266.58,268.57,0.135,12.56,39.0
UD0005,268.57,270.56,0.103,3.35,22.0
UD0005,270.56,272.55,0.057,0.93,8.0
UD0005,272.55,274.55,0.05,0.72,34.0
UD0005,274.55,276.54,0.054,1.04,142.0
UD0005,276.54,278.53,0.012,0.72,43.0
UD0005,278.53,280.52,0.012,0.2,22.0
UD0005,280.52,282.51,0.035,0.63,42.0
UD0005,282.51,284.5,0.005,0.17,10.0
UD0005,284.5,286.49,0.142,8.85,30.0
UD0005,286.49,288.49,0.006,0.43,37.0
UD0005,288.49,290.48,0.005,0.15,18.0
UD0005,290.48,292.47,0.005,0.12,18.0
UD0005,292.47,294.46,0.005,0.58,16.0
UD0005,294.46,296.45,0.018,0.36,19.0
UD0005,296.45,298.44,0.005,0.2,37.0
UD0005,298.44,300.43,0.005,0.29,29.0
UD0005,300.43,302.42,0.005,0.49,54.0
UD0005,302.42,304.42,0.008,0.7,21.0
UD0005,304.42,306.41,0.009,0.31,28.0
UD0005,306.41,308.4,0.005,0.57,15.0
UD0005,308.4,310.39,0.005,0.14,25.0
UD0006,100.5,102.5,0.044,1.08,23.0
UD0006,102.5,104.51,0.005,0.34,15.0
UD0006,104.51,106.51,0.005,0.1,24.0
UD0006,106.51,108.52,0.028,0.75,99.0
UD0006,108.52,110.52,0.005,0.51,50.0
UD0006,110.52,112.52,0.006,0.16,8.0
UD0006,112.52,114.53,0.005,0.52,13.0
UD0006,114.53,116.53,0.005,0.29,13.0
UD0006,116.53,118.54,0.005,0.13,23.0
UD0006,118.54,120.54,0.005,0.26,9.0
UD0006,120.54,122.54,0.006,0.64,14.0
UD0006,122.54,124.55,0.03,1.08,54.0
UD0006,124.55,126.55,0.005,0.84,36.0
UD0006,126.55,128.56,0.005,0.59,41.0
UD0006,128.56,130.56,0.005,0.62,3.0
UD0006,130.56,132.56,0.008,0.4,36.0
UD0006,132.56,134.57,0.051,3.51,25.0
UD0006,134.57,136.57,0.011,1.19,16.0
UD0006,136.57,138.58,0.009,0.87,38.0
UD0006,138.58,140.58,0.005,0.32,17.0
UD0006,140.58,142.58,0.005,0.89,42.0
UD0006,142.58,144.59,0.005,0.36,29.0
UD0006,144.59,146.59,0.014,0.22,72.0
UD0006,146.59,148.6,0.026,0.52,117.0
UD0006,148.6,150.6,0.073,0.77,73.0
UD0006,150.6,152.6,0.005,0.22,50.0
UD0006,152.6,154.61,0.014,0.31,44.0
UD0006,154.61,156.61,0.016,0.34,116.0
UD0006,156.61,158.62,0.034,0.93,122.0
UD0006,158.62,160.62,0.006,0.78,56.0
UD0006,160.62,162.62,0.011,0.56,3.0
UD0006,162.62,164.63,0.162,2.74,42.0
UD0006,164.63,166.63,0.006,0.55,35.0
UD0006,166.63,168.64,0.029,1.59,15.0
UD0006,168.64,170.64,0.043,1.65,33.0
UD0006,170.64,172.64,0.025,1.97,61.0
UD0006,172.64,174.65,0.052,1.92,29.0
UD0006,174.65,176.65,0.007,1.02,26.0
UD0006,176.65,178.65,0.005,0.28,19.0
UD0006,178.65,180.66,0.021,2.01,54.0
UD0006,180.66,182.66,0.005,3.9,7.0
UD0006,182.66,184.67,0.006,1.28,11.0
UD0006,184.67,186.67,0.039,1.37,28.0
UD0006,186.67,188.67,0.537,11.02,62.0
UD0006,188.67,190.68,0.02,0.23,51.0
UD0006,190.68,192.68,0.036,0.22,29.0
UD0006,192.68,194.69,0.005,0.45,4.0
UD0006,194.69,196.69,0.005,1.67,4.0
UD0006,196.69,198.69,0.018,0.45,18.0
UD0006,198.69,200.7,0.005,0.24,13.0
UD0006,200.7,202.7,0.007,0.64,48.0
UD0006,202.7,204.71,0.009,0.49,69.0
UD0006,204.71,206.71,0.03,0.99,86.0
UD0006,206.71,208.71,0.005,0.89,20.0
UD0006,208.71,210.72,0.01,0.39,25.0
UD0006,210.72,212.72,0.012,0.46,2.0
UD0006,212.72,214.73,0.027,1.0,20.0
UD0006,214.73,216.73,0.006,0.24,62.0
UD0006,216.73,218.73,0.044,0.67,22.0
UD0006,218.73,220.74,0.005,0.44,15.0
UD0006,220.74,222.74,0.008,0.48,22.0
UD0006,222.74,224.75,0.012,0.51,30.0
UD0006,224.75,226.75,0.005,0.67,20.0
UD0006,226.75,228.75,0.006,0.8,53.0
UD0006,228.75,230.76,0.005,0.77,8.0
UD0006,230.76,232.76,0.005,0.8,20.0
UD0006,232.76,234.77,0.009,0.29,12.0
UD0006,234.77,236.77,0.005,0.53,3.0
UD0006,236.77,238.77,0.011,0.3,39.0
UD0006,238.77,240.78,0.005,3.38,45.0
UD0006,240.78,242.78,0.005,0.51,33.0
UD0006,242.78,244.79,0.02,0.51,31.0
UD0006,244.79,246.79,0.036,0.78,24.0
UD0006,246.79,248.79,0.024,0.39,74.0
UD0006,248.79,250.8,0.058,3.24,32.0
UD0006,250.8,252.8,0.02,0.71,66.0
UD0006,252.8,254.81,0.007,0.24,22.0
UD0006,254.81,256.81,0.011,0.33,175.0
UD0006,256.81,258.81,0.061,1.53,87.0
UD0006,258.81,260.82,0.006,0.45,28.0
UD0006,260.82,262.82,0.012,0.38,56.0
UD0006,262.82,264.83,0.234,15.82,189.0
UD0006,264.83,266.83,0.029,0.36,202.0
UD0006,266.83,268.83,0.005,0.14,33.0
UD0006,268.83,270.84,0.022,0.13,32.0
UD0006,270.84,272.84,0.031,0.55,26.0
UD0006,272.84,274.85,0.005,0.58,12.0
UD0006,274.85,276.85,0.02,2.9,33.0
UD0006,276.85,278.85,0.078,2.8,94.0
UD0006,278.85,280.86,0.005,0.38,14.0
UD0006,280.86,282.86,0.024,0.32,17.0
UD0006,282.86,284.87,0.005,0.48,7.0
UD0006,284.87,286.87,0.01,0.29,33.0
UD0006,286.87,288.87,0.027,0.72,28.0
UD0006,288.87,290.88,0.011,1.07,28.0
UD0006,290.88,292.88,0.012,1.91,35.0
UD0006,292.88,294.89,0.009,0.56,39.0
UD0006,294.89,296.89,0.031,0.63,37.0
UD0006,296.89,298.89,0.005,0.32,19.0
UD0006,298.89,300.9,0.048,1.42,79.0
UD0006,300.9,302.9,0.014,0.19,18.0
UD0006,302.9,304.91,0.005,0.36,21.0
UD0006,304.91,306.91,0.005,0.19,19.0
UD0006,306.91,308.91,0.034,0.32,131.0
UD0006,308.91,310.92,0.012,0.14,20.0
UD0006,310.92,312.92,0.032,0.31,30.0
UD0006,312.92,314.93,0.094,1.46,47.0
UD0006,314.93,316.93,0.066,1.49,10.0
UD0006,316.93,318.93,0.219,3.62,17.0
UD0006,318.93,320.94,0.015,0.68,83.0
UD0006,320.94,322.94,0.011,0.43,57.0
UD0006,322.94,324.94,0.376,10.45,50.0
UD0006,324.94,326.95,0.111,2.26,20.0
UD0006,326.95,328.95,0.05,1.26,41.0
UD0006,328.95,330.96,0.032,0.81,24.0
UD0006,330.96,332.96,0.011,0.47,21.0
UD0006,332.96,334.96,0.028,0.85,132.0
UD0006,334.96,336.97,0.014,0.95,34.0
UD0006,336.97,338.97,0.037,0.38,58.0
UD0006,338.97,340.98,0.021,0.56,24.0
UD0006,340.98,342.98,0.019,0.73,9.0
UD0006,342.98,344.98,0.04,0.69,40.0
UD0006,344.98,346.99,0.142,4.18,90.0
UD0006,346.99,348.99,0.01,0.4,17.0
UD0006,348.99,351.0,0.011,0.89,18.0
UD0006,351.0,353.0,0.502,22.31,75.0
UD0006,353.0,355.0,0.102,1.89,20.0
UD0006,355.0,357.01,0.006,0.38,14.0
UD0006,357.01,359.01,0.029,2.2,7.0
UD0006,359.01,361.02,0.048,1.07,12.0
UD0006,361.02,363.02,0.027,0.71,44.0
UD0006,363.02,365.02,0.036,0.64,18.0
UD0006,365.02,367.03,0.062,0.37,19.0
UD0006,367.03,369.03,0.052,2.31,12.0
UD0006,369.03,371.04,0.005,0.82,5.0
UD0006,371.04,373.04,0.005,0.23,5.0
UD0006,373.04,375.04,0.005,0.79,63.0
UD0006,375.04,377.05,0.01,1.05,29.0
UD0006,377.05,379.05,0.006,0.84,48.0
UD0006,379.05,381.06,0.028,1.3,43.0
UD0006,381.06,383.06,0.048,0.68,15.0
UD0006,383.06,385.06,0.032,0.73,12.0
UD0006,385.06,387.07,0.012,0.3,56.0
UD0006,387.07,389.07,0.029,0.22,87.0
UD0006,389.07,391.08,0.078,1.01,111.0
UD0006,391.08,393.08,0.072,1.92,115.0
UD0006,393.08,395.08,0.06,1.91,29.0
UD0006,395.08,397.09,0.03,0.71,15.0
UD0006,397.09,399.09,0.019,0.46,15.0
UD0006,399.09,401.1,0.103,1.97,28.0
UD0006,401.1,403.1,0.005,0.53,24.0
UD0006,403.1,405.1,0.005,0.11,25.0
UD0006,405.1,407.11,0.005,0.19,6.0
UD0006,407.11,409.11,0.011,0.34,14.0
UD0006,409.11,411.12,0.064,0.77,78.0
UD0006,411.12,413.12,0.005,0.32,11.0
UD0006,413.12,415.12,0.047,0.6,68.0
UD0006,415.12,417.13,0.005,0.17,30.0
UD0006,417.13,419.13,0.015,0.38,15.0
UD0006,419.13,421.14,0.022,0.49,9.0
UD0006,421.14,423.14,0.018,0.44,32.0
UD0006,423.14,425.14,0.027,0.33,62.0
UD0006,425.14,427.15,0.012,0.29,40.0
UD0006,427.15,429.15,0.042,1.82,48.0
UD0006,429.15,431.16,0.074,1.0,83.0
UD0006,431.16,433.16,0.018,0.21,53.0
UD0006,433.16,435.16,0.005,0.3,33.0
UD0006,435.16,437.17,0.005,0.16,41.0
UD0006,437.17,439.17,0.005,0.43,53.0
UD0006,439.17,441.18,0.021,0.65,33.0
UD0006,441.18,443.18,0.006,0.26,6.0
UD0006,443.18,445.18,0.013,0.43,25.0
UD0006,445.18,447.19,0.005,0.6,17.0
UD0006,447.19,449.19,0.048,0.74,37.0
UD0006,449.19,451.2,0.005,1.05,11.0
UD0006,451.2,453.2,0.008,0.55,39.0
UD0006,453.2,455.2,0.009,0.65,12.0
UD0006,455.2,457.21,0.013,0.67,16.0
UD0006,457.21,459.21,0.029,0.53,61.0
UD0006,459.21,461.22,0.009,0.53,17.0
UD0006,461.22,463.22,0.005,0.55,10.0
UD0006,463.22,465.22,0.076,3.73,89.0
UD0006,465.22,467.23,0.005,1.31,21.0
UD0006,467.23,469.23,0.005,0.55,14.0
UD0006,469.23,471.24,0.019,0.25,8.0
UD0006,471.24,473.24,0.046,1.24,41.0
UD0006,473.24,475.24,0.006,1.1,16.0
UD0006,475.24,477.25,0.005,0.4,20.0
UD0006,477.25,479.25,0.015,0.46,17.0
UD0006,479.25,481.25,0.005,0.13,6.0
UD0006,481.25,483.26,0.007,0.11,64.0
UD0006,483.26,485.26,0.008,0.43,45.0
UD0006,485.26,487.27,0.005,0.28,47.0
UD0006,487.27,489.27,0.043,0.29,45.0
UD0006,489.27,491.27,0.011,0.44,22.0
UD0006,491.27,493.28,0.006,0.26,20.0
UD0006,493.28,495.28,0.006,0.66,46.0
UD0006,495.28,497.29,0.476,10.86,124.0
UD0006,497.29,499.29,0.005,0.2,91.0
UD0006,499.29,501.29,0.021,0.66,170.0
UD0006,501.29,503.3,0.008,0.36,23.0
UD0006,503.3,505.3,0.005,0.28,15.0
UD0006,505.3,507.31,0.005,0.1,40.0
UD0006,507.31,509.31,0.006,0.45,77.0
UD0007,119.0,121.01,0.01,0.24,36.0
UD0007,121.01,123.01,0.005,0.66,80.0
UD0007,123.01,125.02,0.01,0.62,18.0
UD0007,125.02,127.03,0.006,0.31,16.0
UD0007,127.03,129.03,0.006,0.49,13.0
UD0007,129.03,131.04,0.008,1.78,17.0
UD0007,131.04,133.04,0.016,1.07,17.0
UD0007,133.04,135.05,0.021,0.51,24.0
UD0007,135.05,137.06,0.02,0.66,19.0
UD0007,137.06,139.06,0.012,0.4,25.0
UD0007,139.06,141.07,0.04,1.44,30.0
UD0007,141.07,143.08,0.005,0.37,38.0
UD0007,143.08,145.08,0.027,0.69,33.0
UD0007,145.08,147.09,0.005,2.1,15.0
UD0007,147.09,149.09,0.007,0.31,21.0
UD0007,149.09,151.1,0.008,0.17,71.0
UD0007,151.1,153.11,0.027,3.0,122.0
UD0007,153.11,155.11,0.025,0.27,63.0
UD0007,155.11,157.12,0.083,1.76,81.0
UD0007,157.12,159.13,0.114,4.53,39.0
UD0007,159.13,161.13,0.093,11.75,35.0
UD0007,161.13,163.14,0.01,0.45,50.0
UD0007,163.14,165.15,0.005,0.22,7.0
UD0007,165.15,167.15,0.005,0.12,43.0
UD0007,167.15,169.16,0.021,0.97,16.0
UD0007,169.16,171.16,0.202,4.44,47.0
UD0007,171.16,173.17,0.144,2.3,60.0
UD0007,173.17,175.18,0.016,0.42,18.0
UD0007,175.18,177.18,0.041,0.41,168.0
UD0007,177.18,179.19,0.079,1.61,56.0
UD0007,179.19,181.2,0.005,0.1,32.0
UD0007,181.2,183.2,0.005,0.26,10.0
UD0007,183.2,185.21,0.04,1.2,15.0
UD0007,185.21,187.22,0.087,3.3,103.0
UD0007,187.22,189.22,0.035,1.39,96.0
UD0007,189.22,191.23,0.037,0.46,44.0
UD0007,191.23,193.23,0.013,0.33,25.0
UD0007,193.23,195.24,0.016,0.37,47.0
UD0007,195.24,197.25,0.005,0.7,12.0
UD0007,197.25,199.25,0.031,0.25,34.0
UD0007,199.25,201.26,0.005,0.24,6.0
UD0007,201.26,203.27,0.005,0.29,10.0
UD0007,203.27,205.27,0.009,0.21,8.0
UD0007,205.27,207.28,0.019,0.16,12.0
UD0007,207.28,209.28,0.005,0.54,38.0
UD0007,209.28,211.29,0.012,0.13,16.0
UD0007,211.29,213.3,0.005,0.29,18.0
UD0007,213.3,215.3,0.005,0.2,7.0
UD0007,215.3,217.31,0.005,1.1,9.0
UD0007,217.31,219.32,0.007,0.29,21.0
UD0007,219.32,221.32,0.005,0.09,31.0
UD0007,221.32,223.33,0.008,0.3,14.0
UD0007,223.33,225.34,0.013,0.63,11.0
UD0007,225.34,227.34,0.015,0.37,91.0
UD0007,227.34,229.35,0.029,0.39,103.0
UD0007,229.35,231.35,0.005,0.59,22.0
UD0007,231.35,233.36,0.016,0.62,76.0
UD0007,233.36,235.37,0.02,0.4,42.0
UD0007,235.37,237.37,0.005,0.31,32.0
UD0007,237.37,239.38,0.029,0.75,23.0
UD0007,239.38,241.39,0.007,1.2,16.0
UD0007,241.39,243.39,0.005,0.8,5.0
UD0007,243.39,245.4,0.007,1.34,10.0
UD0007,245.4,247.41,0.005,1.45,17.0
UD0007,247.41,249.41,0.005,0.34,25.0
UD0007,249.41,251.42,0.005,0.37,22.0
UD0007,251.42,253.42,0.172,3.88,21.0
UD0007,253.42,255.43,0.016,0.41,22.0
UD0007,255.43,257.44,0.014,0.27,95.0
UD0007,257.44,259.44,0.005,0.32,113.0
UD0007,259.44,261.45,0.013,0.23,41.0
UD0007,261.45,263.46,0.007,0.18,110.0
UD0007,263.46,265.46,0.027,0.78,25.0
UD0007,265.46,267.47,0.015,0.15,37.0
UD0007,267.47,269.47,0.005,0.41,39.0
UD0007,269.47,271.48,0.006,0.13,57.0
UD0007,271.48,273.49,0.021,0.54,30.0
