X,Y,Z,FACIES,POROSITY,PERM_MD,AI_SEISMIC
25.0,875.0,7.5,2,0.2068,9.97,9.628
25.0,875.0,8.5,2,0.1651,2.626,9.686
25.0,875.0,9.5,0,0.045,0.003,9.784
25.0,875.0,10.5,0,0.0667,0.027,9.878
25.0,875.0,11.5,0,0.0943,0.217,9.921
25.0,875.0,12.5,0,0.075,0.017,9.883
25.0,875.0,13.5,0,0.0661,0.022,9.757
25.0,875.0,14.5,0,0.0936,0.545,9.561
25.0,875.0,15.5,2,0.1781,2.588,9.337
25.0,875.0,16.5,0,0.071,0.039,9.14
25.0,875.0,17.5,1,0.2346,177.868,9.021
25.0,875.0,18.5,1,0.2852,2701.588,9.019
25.0,875.0,19.5,1,0.2341,115.527,9.14
25.0,875.0,20.5,0,0.0777,0.084,9.362
25.0,875.0,21.5,0,0.0644,0.017,9.64
25.0,875.0,22.5,0,0.0898,0.137,9.925
25.0,875.0,23.5,0,0.065,0.012,10.18
25.0,875.0,24.5,0,0.0457,0.007,10.384
25.0,875.0,25.5,0,0.0521,0.031,10.532
25.0,875.0,26.5,0,0.0482,0.052,10.633
25.0,875.0,27.5,0,0.0396,0.011,10.696
25.0,875.0,28.5,0,0.0366,0.008,10.733
25.0,875.0,29.5,0,0.0484,0.022,10.749
25.0,925.0,0.5,0,0.0738,0.034,10.413
25.0,925.0,1.5,0,0.0378,0.009,10.347
25.0,925.0,2.5,0,0.0715,0.035,10.221
25.0,925.0,3.5,0,0.0765,0.056,10.051
25.0,925.0,4.5,0,0.1076,0.214,9.867
25.0,925.0,5.5,0,0.0838,0.14,9.706
25.0,925.0,6.5,2,0.2087,6.853,9.603
25.0,925.0,7.5,2,0.2058,11.96,9.583
25.0,925.0,8.5,2,0.175,3.415,9.642
25.0,925.0,9.5,0,0.0475,0.01,9.749
25.0,925.0,10.5,0,0.0582,0.035,9.855
25.0,925.0,11.5,0,0.0678,0.063,9.911
25.0,925.0,12.5,0,0.0607,0.024,9.884
25.0,925.0,13.5,0,0.0741,0.011,9.765
25.0,925.0,14.5,0,0.0975,0.197,9.574
25.0,925.0,15.5,2,0.1594,3.452,9.353
25.0,925.0,16.5,0,0.0757,0.03,9.159
25.0,925.0,17.5,1,0.2703,844.821,9.046
25.0,925.0,18.5,1,0.2923,2635.594,9.051
25.0,925.0,19.5,1,0.214,10.195,9.18
25.0,925.0,20.5,0,0.0856,0.021,9.408
25.0,925.0,21.5,0,0.0571,0.009,9.686
25.0,925.0,22.5,0,0.0779,0.055,9.966
25.0,925.0,23.5,0,0.0641,0.027,10.209
25.0,925.0,24.5,0,0.0518,0.015,10.395
25.0,925.0,25.5,0,0.0633,0.013,10.525
25.0,925.0,26.5,0,0.0323,0.009,10.607
25.0,925.0,27.5,0,0.0574,0.011,10.653
25.0,925.0,28.5,0,0.0368,0.042,10.677
25.0,925.0,29.5,0,0.0547,0.038,10.686
25.0,975.0,0.5,0,0.0441,0.027,10.471
25.0,975.0,1.5,0,0.0322,0.01,10.394
25.0,975.0,2.5,0,0.0736,0.039,10.249
25.0,975.0,3.5,0,0.0872,0.039,10.055
25.0,975.0,4.5,0,0.0757,0.018,9.846
25.0,975.0,5.5,0,0.0748,0.022,9.662
25.0,975.0,6.5,2,0.2079,66.518,9.546
25.0,975.0,7.5,2,0.2007,4.673,9.523
25.0,975.0,8.5,2,0.1593,4.235,9.587
25.0,975.0,9.5,0,0.01,0.006,9.706
25.0,975.0,10.5,0,0.0636,0.047,9.826
25.0,975.0,11.5,0,0.0496,0.031,9.893
25.0,975.0,12.5,0,0.0676,0.024,9.872
25.0,975.0,13.5,0,0.0655,0.063,9.754
25.0,975.0,14.5,0,0.0809,0.094,9.561
25.0,975.0,15.5,2,0.1215,1.695,9.338
25.0,975.0,16.5,0,0.092,0.036,9.144
25.0,975.0,17.5,1,0.2556,421.457,9.036
25.0,975.0,18.5,1,0.2904,522.36,9.048
25.0,975.0,19.5,1,0.2318,230.921,9.184
25.0,975.0,20.5,0,0.0891,0.11,9.414
25.0,975.0,21.5,0,0.0512,0.023,9.69
25.0,975.0,22.5,0,0.0971,0.094,9.962
25.0,975.0,23.5,0,0.0768,0.045,10.192
25.0,975.0,24.5,0,0.0573,0.012,10.365
25.0,975.0,25.5,0,0.0608,0.008,10.481
25.0,975.0,26.5,0,0.062,0.05,10.55
25.0,975.0,27.5,0,0.0368,0.013,10.587
25.0,975.0,28.5,0,0.0536,0.014,10.604
25.0,975.0,29.5,0,0.0672,0.035,10.61
25.0,1025.0,0.5,0,0.0308,0.021,10.452
25.0,1025.0,1.5,0,0.0207,0.014,10.351
25.0,1025.0,2.5,0,0.0662,0.011,10.164
25.0,1025.0,3.5,0,0.0707,0.054,9.919
25.0,1025.0,4.5,0,0.0534,0.017,9.663
25.0,1025.0,5.5,0,0.067,0.031,9.448
25.0,1025.0,6.5,1,0.2861,2547.144,9.323
25.0,1025.0,7.5,2,0.2034,17.708,9.311
25.0,1025.0,8.5,2,0.1592,1.486,9.405
25.0,1025.0,9.5,0,0.036,0.022,9.561
25.0,1025.0,10.5,0,0.0723,0.05,9.718
25.0,1025.0,11.5,0,0.0529,0.052,9.816
25.0,1025.0,12.5,0,0.0653,0.022,9.815
25.0,1025.0,13.5,0,0.0681,0.052,9.708
25.0,1025.0,14.5,0,0.0729,0.099,9.519
25.0,1025.0,15.5,2,0.1239,1.575,9.299
25.0,1025.0,16.5,1,0.2831,1499.443,9.112
25.0,1025.0,17.5,1,0.2163,188.596,9.013
25.0,1025.0,18.5,1,0.2766,601.171,9.037
25.0,1025.0,19.5,1,0.2362,423.063,9.184
25.0,1025.0,20.5,0,0.0865,0.014,9.42
25.0,1025.0,21.5,0,0.0353,0.009,9.696
25.0,1025.0,22.5,0,0.0939,0.048,9.962
25.0,1025.0,23.5,0,0.0873,0.073,10.184
25.0,1025.0,24.5,0,0.0481,0.019,10.349
25.0,1025.0,25.5,0,0.035,0.013,10.459
25.0,1025.0,26.5,0,0.0789,0.038,10.524
25.0,1025.0,27.5,0,0.0492,0.017,10.559
25.0,1025.0,28.5,0,0.0556,0.021,10.574
25.0,1025.0,29.5,0,0.0583,0.025,10.58
25.0,1075.0,0.5,0,0.0309,0.006,10.344
25.0,1075.0,1.5,0,0.0212,0.006,10.215
25.0,1075.0,2.5,0,0.0619,0.085,9.979
25.0,1075.0,3.5,0,0.0477,0.025,9.677
25.0,1075.0,4.5,1,0.2187,84.001,9.37
25.0,1075.0,5.5,1,0.2353,386.694,9.125
25.0,1075.0,6.5,1,0.2618,1047.692,8.997
25.0,1075.0,7.5,1,0.2812,656.553,9.01
25.0,1075.0,8.5,1,0.2603,594.279,9.149
25.0,1075.0,9.5,0,0.0217,0.004,9.361
25.0,1075.0,10.5,0,0.0864,0.049,9.574
25.0,1075.0,11.5,0,0.0514,0.007,9.72
25.0,1075.0,12.5,0,0.0693,0.018,9.758
25.0,1075.0,13.5,0,0.0588,0.062,9.679
25.0,1075.0,14.5,0,0.0686,0.036,9.511
25.0,1075.0,15.5,2,0.1202,0.74,9.309
25.0,1075.0,16.5,1,0.2571,322.982,9.136
25.0,1075.0,17.5,1,0.2257,121.101,9.051
25.0,1075.0,18.5,1,0.2399,242.635,9.086
25.0,1075.0,19.5,1,0.212,102.383,9.239
25.0,1075.0,20.5,0,0.0651,0.04,9.476
25.0,1075.0,21.5,0,0.0392,0.012,9.748
25.0,1075.0,22.5,0,0.0846,0.04,10.007
25.0,1075.0,23.5,0,0.076,0.031,10.221
25.0,1075.0,24.5,0,0.0373,0.005,10.378
25.0,1075.0,25.5,0,0.0344,0.016,10.479
25.0,1075.0,26.5,0,0.0772,0.093,10.536
25.0,1075.0,27.5,0,0.0389,0.005,10.564
25.0,1075.0,28.5,0,0.0609,0.024,10.574
25.0,1075.0,29.5,0,0.0645,0.042,10.577
25.0,1125.0,0.5,0,0.0327,0.021,10.322
25.0,1125.0,1.5,0,0.0364,0.019,10.192
25.0,1125.0,2.5,0,0.074,0.04,9.952
25.0,1125.0,3.5,0,0.0182,0.004,9.642
25.0,1125.0,4.5,1,0.2131,81.905,9.322
25.0,1125.0,5.5,1,0.2325,213.49,9.06
25.0,1125.0,6.5,1,0.2659,264.503,8.915
25.0,1125.0,7.5,1,0.2804,1698.288,8.916
25.0,1125.0,8.5,1,0.2691,1428.313,9.052
25.0,1125.0,9.5,0,0.0507,0.016,9.272
25.0,1125.0,10.5,0,0.0719,0.03,9.503
25.0,1125.0,11.5,0,0.0694,0.013,9.676
25.0,1125.0,12.5,0,0.0657,0.022,9.746
25.0,1125.0,13.5,0,0.0813,0.069,9.703
25.0,1125.0,14.5,0,0.0587,0.005,9.57
25.0,1125.0,15.5,2,0.1498,1.965,9.397
25.0,1125.0,16.5,1,0.2628,711.513,9.247
25.0,1125.0,17.5,1,0.2408,641.414,9.174
25.0,1125.0,18.5,1,0.2083,131.472,9.209
25.0,1125.0,19.5,1,0.2116,252.917,9.353
25.0,1125.0,20.5,0,0.0591,0.011,9.577
25.0,1125.0,21.5,0,0.0332,0.004,9.834
25.0,1125.0,22.5,0,0.061,0.016,10.079
25.0,1125.0,23.5,0,0.0807,0.055,10.281
25.0,1125.0,24.5,0,0.028,0.008,10.425
25.0,1125.0,25.5,0,0.0335,0.008,10.515
25.0,1125.0,26.5,0,0.0706,0.041,10.562
25.0,1125.0,27.5,0,0.0338,0.015,10.579
25.0,1125.0,28.5,0,0.0777,0.047,10.582
25.0,1125.0,29.5,0,0.0676,0.048,10.581
25.0,1175.0,0.5,0,0.0474,0.037,10.457
25.0,1175.0,1.5,0,0.0393,0.029,10.354
25.0,1175.0,2.5,0,0.0589,0.043,10.159
25.0,1175.0,3.5,0,0.01,0.009,9.896
25.0,1175.0,4.5,0,0.0725,0.041,9.607
25.0,1175.0,5.5,0,0.076,0.035,9.35
25.0,1175.0,6.5,2,0.1993,19.366,9.18
25.0,1175.0,7.5,1,0.2801,404.267,9.134
25.0,1175.0,8.5,1,0.2983,2090.494,9.215
25.0,1175.0,9.5,0,0.0573,0.043,9.384
25.0,1175.0,10.5,0,0.0755,0.105,9.582
25.0,1175.0,11.5,0,0.0728,0.027,9.742
25.0,1175.0,12.5,0,0.0868,0.191,9.821
25.0,1175.0,13.5,0,0.0785,0.023,9.8
25.0,1175.0,14.5,0,0.0502,0.056,9.696
25.0,1175.0,15.5,2,0.1621,1.803,9.549
25.0,1175.0,16.5,0,0.0605,0.019,9.409
25.0,1175.0,17.5,1,0.2265,314.543,9.328
25.0,1175.0,18.5,1,0.1986,56.072,9.34
25.0,1175.0,19.5,1,0.2102,76.35,9.451
25.0,1175.0,20.5,0,0.035,0.005,9.64
25.0,1175.0,21.5,0,0.0288,0.014,9.868
25.0,1175.0,22.5,0,0.0513,0.015,10.091
25.0,1175.0,23.5,0,0.0736,0.044,10.28
25.0,1175.0,24.5,0,0.0398,0.006,10.417
25.0,1175.0,25.5,0,0.0321,0.023,10.504
25.0,1175.0,26.5,0,0.0757,0.075,10.551
25.0,1175.0,27.5,0,0.0251,0.004,10.571
25.0,1175.0,28.5,0,0.0702,0.023,10.577
25.0,1175.0,29.5,0,0.0671,0.051,10.578
25.0,1225.0,0.5,0,0.0353,0.01,10.607
25.0,1225.0,1.5,0,0.0413,0.032,10.531
25.0,1225.0,2.5,0,0.0554,0.026,10.381
25.0,1225.0,3.5,0,0.01,0.009,10.17
25.0,1225.0,4.5,0,0.0683,0.034,9.925
25.0,1225.0,5.5,0,0.0773,0.115,9.691
25.0,1225.0,6.5,2,0.1857,9.068,9.518
25.0,1225.0,7.5,2,0.2012,15.086,9.444
25.0,1225.0,8.5,2,0.2073,9.968,9.479
25.0,1225.0,9.5,0,0.0407,0.02,9.599
25.0,1225.0,10.5,0,0.0708,0.018,9.753
25.0,1225.0,11.5,0,0.0682,0.021,9.883
25.0,1225.0,12.5,0,0.0744,0.029,9.945
25.0,1225.0,13.5,0,0.045,0.02,9.919
25.0,1225.0,14.5,0,0.0536,0.014,9.813
25.0,1225.0,15.5,2,0.1656,4.728,9.659
25.0,1225.0,16.5,0,0.0491,0.032,9.504
25.0,1225.0,17.5,0,0.034,0.016,9.399
25.0,1225.0,18.5,1,0.2092,179.175,9.378
25.0,1225.0,19.5,1,0.2063,98.565,9.455
25.0,1225.0,20.5,2,0.1462,3.45,9.613
25.0,1225.0,21.5,0,0.0484,0.012,9.815
25.0,1225.0,22.5,0,0.0605,0.021,10.022
25.0,1225.0,23.5,0,0.0836,0.176,10.2
25.0,1225.0,24.5,0,0.0492,0.025,10.336
25.0,1225.0,25.5,0,0.0607,0.015,10.43
25.0,1225.0,26.5,0,0.0817,0.032,10.489
25.0,1225.0,27.5,0,0.0354,0.006,10.524
25.0,1225.0,28.5,0,0.0449,0.01,10.544
25.0,1225.0,29.5,0,0.054,0.048,10.553
25.0,1275.0,0.5,0,0.0307,0.005,10.715
25.0,1275.0,1.5,0,0.0312,0.005,10.652
25.0,1275.0,2.5,0,0.0488,0.024,10.527
25.0,1275.0,3.5,0,0.01,0.005,10.347
25.0,1275.0,4.5,0,0.0463,0.019,10.131
25.0,1275.0,5.5,0,0.0693,0.05,9.916
25.0,1275.0,6.5,2,0.1967,14.531,9.747
25.0,1275.0,7.5,2,0.1932,7.461,9.661
25.0,1275.0,8.5,2,0.2142,25.954,9.672
25.0,1275.0,9.5,0,0.0572,0.025,9.759
25.0,1275.0,10.5,0,0.0517,0.032,9.878
25.0,1275.0,11.5,0,0.0579,0.015,9.971
25.0,1275.0,12.5,0,0.0706,0.046,9.996
25.0,1275.0,13.5,0,0.0484,0.009,9.933
25.0,1275.0,14.5,0,0.0498,0.017,9.792
25.0,1275.0,15.5,0,0.0838,0.05,9.608
25.0,1275.0,16.5,0,0.0602,0.042,9.434
25.0,1275.0,17.5,1,0.2299,374.495,9.321
25.0,1275.0,18.5,1,0.2285,282.273,9.304
25.0,1275.0,19.5,1,0.2257,337.329,9.389
25.0,1275.0,20.5,0,0.0391,0.011,9.555
25.0,1275.0,21.5,0,0.0511,0.019,9.761
25.0,1275.0,22.5,0,0.0538,0.016,9.965
25.0,1275.0,23.5,0,0.0904,0.059,10.139
25.0,1275.0,24.5,0,0.0756,0.049,10.272
25.0,1275.0,25.5,0,0.0586,0.081,10.368
25.0,1275.0,26.5,0,0.0959,0.07,10.437
25.0,1275.0,27.5,0,0.0362,0.008,10.486
25.0,1275.0,28.5,0,0.032,0.013,10.519
25.0,1275.0,29.5,0,0.0535,0.05,10.536
25.0,1325.0,0.5,0,0.0293,0.017,10.808
25.0,1325.0,1.5,0,0.0214,0.007,10.757
25.0,1325.0,2.5,0,0.0319,0.011,10.653
25.0,1325.0,3.5,0,0.0134,0.005,10.5
25.0,1325.0,4.5,0,0.0352,0.008,10.313
25.0,1325.0,5.5,0,0.0643,0.063,10.121
25.0,1325.0,6.5,0,0.0566,0.016,9.962
25.0,1325.0,7.5,2,0.2074,16.471,9.869
25.0,1325.0,8.5,2,0.2236,18.717,9.857
25.0,1325.0,9.5,0,0.0784,0.026,9.908
25.0,1325.0,10.5,0,0.0352,0.008,9.983
25.0,1325.0,11.5,0,0.0392,0.032,10.031
25.0,1325.0,12.5,0,0.0885,0.022,10.012
25.0,1325.0,13.5,0,0.0573,0.011,9.91
25.0,1325.0,14.5,0,0.0501,0.01,9.739
25.0,1325.0,15.5,1,0.281,537.613,9.539
25.0,1325.0,16.5,1,0.2514,461.136,9.363
25.0,1325.0,17.5,1,0.2391,206.599,9.26
25.0,1325.0,18.5,1,0.1865,74.099,9.259
25.0,1325.0,19.5,1,0.2452,264.688,9.361
25.0,1325.0,20.5,0,0.0416,0.015,9.539
25.0,1325.0,21.5,0,0.0345,0.004,9.75
25.0,1325.0,22.5,0,0.0481,0.016,9.952
25.0,1325.0,23.5,0,0.0929,0.061,10.12
25.0,1325.0,24.5,0,0.0786,0.029,10.248
25.0,1325.0,25.5,0,0.0651,0.045,10.342
25.0,1325.0,26.5,0,0.0948,0.102,10.412
25.0,1325.0,27.5,0,0.0498,0.025,10.466
25.0,1325.0,28.5,0,0.0172,0.008,10.505
25.0,1325.0,29.5,0,0.0708,0.045,10.525
25.0,1375.0,0.5,0,0.0438,0.027,10.838
25.0,1375.0,1.5,0,0.0284,0.003,10.793
25.0,1375.0,2.5,0,0.01,0.006,10.703
25.0,1375.0,3.5,0,0.0189,0.007,10.572
25.0,1375.0,4.5,0,0.0311,0.009,10.414
25.0,1375.0,5.5,0,0.0638,0.019,10.252
25.0,1375.0,6.5,0,0.0567,0.01,10.117
25.0,1375.0,7.5,0,0.0741,0.049,10.035
25.0,1375.0,8.5,0,0.0891,0.161,10.018
25.0,1375.0,9.5,0,0.0576,0.027,10.052
25.0,1375.0,10.5,0,0.0356,0.009,10.106
25.0,1375.0,11.5,0,0.0389,0.015,10.14
25.0,1375.0,12.5,0,0.0868,0.017,10.122
25.0,1375.0,13.5,0,0.0564,0.01,10.036
25.0,1375.0,14.5,0,0.0618,0.039,9.891
25.0,1375.0,15.5,0,0.0873,0.028,9.716
25.0,1375.0,16.5,0,0.0641,0.033,9.554
25.0,1375.0,17.5,0,0.057,0.02,9.446
25.0,1375.0,18.5,1,0.1845,19.953,9.423
25.0,1375.0,19.5,2,0.1894,11.345,9.492
25.0,1375.0,20.5,2,0.1561,7.992,9.634
25.0,1375.0,21.5,0,0.051,0.014,9.815
25.0,1375.0,22.5,0,0.0532,0.028,9.995
25.0,1375.0,23.5,0,0.0896,0.032,10.15
25.0,1375.0,24.5,0,0.0773,0.021,10.27
25.0,1375.0,25.5,0,0.0645,0.037,10.358
25.0,1375.0,26.5,0,0.1115,0.21,10.425
25.0,1375.0,27.5,0,0.0486,0.015,10.475
25.0,1375.0,28.5,0,0.0231,0.008,10.512
25.0,1375.0,29.5,0,0.0694,0.016,10.531
25.0,1425.0,0.5,0,0.0401,0.008,10.716
25.0,1425.0,1.5,0,0.0338,0.011,10.662
25.0,1425.0,2.5,0,0.0178,0.006,10.559
25.0,1425.0,3.5,0,0.016,0.005,10.419
25.0,1425.0,4.5,2,0.114,0.438,10.263
25.0,1425.0,5.5,0,0.0693,0.068,10.116
25.0,1425.0,6.5,0,0.0414,0.021,10.005
25.0,1425.0,7.5,2,0.1753,10.331,9.951
25.0,1425.0,8.5,2,0.197,23.958,9.961
25.0,1425.0,9.5,0,0.0721,0.049,10.021
25.0,1425.0,10.5,0,0.0211,0.011,10.102
25.0,1425.0,11.5,0,0.0308,0.005,10.167
25.0,1425.0,12.5,0,0.0919,0.042,10.185
25.0,1425.0,13.5,0,0.0626,0.081,10.141
25.0,1425.0,14.5,0,0.0701,0.057,10.035
25.0,1425.0,15.5,0,0.0973,0.052,9.889
25.0,1425.0,16.5,0,0.0595,0.013,9.738
25.0,1425.0,17.5,0,0.0525,0.011,9.622
25.0,1425.0,18.5,2,0.1171,1.326,9.575
25.0,1425.0,19.5,2,0.1972,29.109,9.614
25.0,1425.0,20.5,2,0.1255,0.629,9.729
25.0,1425.0,21.5,0,0.0382,0.005,9.891
25.0,1425.0,22.5,0,0.0415,0.01,10.062
25.0,1425.0,23.5,0,0.0682,0.018,10.213
25.0,1425.0,24.5,0,0.0585,0.034,10.329
25.0,1425.0,25.5,0,0.0468,0.008,10.413
25.0,1425.0,26.5,0,0.1015,0.052,10.473
25.0,1425.0,27.5,0,0.0615,0.043,10.517
25.0,1425.0,28.5,0,0.0257,0.018,10.548
25.0,1425.0,29.5,0,0.0555,0.054,10.564
25.0,1475.0,0.5,0,0.0325,0.024,10.375
25.0,1475.0,1.5,0,0.0413,0.022,10.305
25.0,1475.0,2.5,0,0.0375,0.021,10.179
25.0,1475.0,3.5,0,0.015,0.004,10.023
25.0,1475.0,4.5,1,0.1801,11.923,9.868
25.0,1475.0,5.5,0,0.0696,0.046,9.743
25.0,1475.0,6.5,0,0.0431,0.032,9.674
25.0,1475.0,7.5,2,0.1713,5.052,9.673
25.0,1475.0,8.5,2,0.1907,2.983,9.74
25.0,1475.0,9.5,0,0.0549,0.03,9.855
25.0,1475.0,10.5,0,0.054,0.013,9.983
25.0,1475.0,11.5,0,0.0456,0.006,10.085
25.0,1475.0,12.5,0,0.0868,0.076,10.128
25.0,1475.0,13.5,0,0.0486,0.018,10.097
25.0,1475.0,14.5,0,0.0672,0.042,9.993
25.0,1475.0,15.5,0,0.0917,0.041,9.842
25.0,1475.0,16.5,0,0.0468,0.023,9.684
25.0,1475.0,17.5,0,0.0438,0.012,9.566
25.0,1475.0,18.5,1,0.2105,120.254,9.525
25.0,1475.0,19.5,1,0.2558,690.399,9.579
25.0,1475.0,20.5,2,0.1071,1.034,9.716
25.0,1475.0,21.5,0,0.0253,0.005,9.901
25.0,1475.0,22.5,0,0.0416,0.004,10.091
25.0,1475.0,23.5,0,0.0642,0.087,10.256
25.0,1475.0,24.5,0,0.0378,0.005,10.379
25.0,1475.0,25.5,0,0.0502,0.027,10.462
25.0,1475.0,26.5,0,0.0853,0.053,10.516
25.0,1475.0,27.5,0,0.05,0.014,10.552
25.0,1475.0,28.5,0,0.0248,0.019,10.575
25.0,1475.0,29.5,0,0.074,0.047,10.587
25.0,1525.0,0.5,0,0.0332,0.018,10.002
25.0,1525.0,1.5,0,0.0478,0.011,9.916
25.0,1525.0,2.5,1,0.1869,47.447,9.769
25.0,1525.0,3.5,1,0.1884,69.007,9.597
25.0,1525.0,4.5,1,0.2384,171.219,9.443
25.0,1525.0,5.5,0,0.071,0.107,9.341
25.0,1525.0,6.5,0,0.0634,0.022,9.314
25.0,1525.0,7.5,2,0.1505,3.079,9.371
25.0,1525.0,8.5,2,0.1925,12.361,9.501
25.0,1525.0,9.5,0,0.0678,0.023,9.675
25.0,1525.0,10.5,0,0.0571,0.014,9.854
25.0,1525.0,11.5,0,0.0414,0.016,9.991
25.0,1525.0,12.5,0,0.0769,0.178,10.054
25.0,1525.0,13.5,0,0.0535,0.013,10.024
25.0,1525.0,14.5,0,0.0582,0.015,9.912
25.0,1525.0,15.5,0,0.1002,0.05,9.749
25.0,1525.0,16.5,1,0.2398,271.119,9.583
25.0,1525.0,17.5,1,0.222,385.221,9.467
25.0,1525.0,18.5,1,0.2153,76.936,9.441
25.0,1525.0,19.5,1,0.2469,297.459,9.518
25.0,1525.0,20.5,0,0.036,0.021,9.679
25.0,1525.0,21.5,0,0.0602,0.037,9.885
25.0,1525.0,22.5,0,0.0662,0.035,10.091
25.0,1525.0,23.5,0,0.0657,0.06,10.263
25.0,1525.0,24.5,0,0.0481,0.017,10.388
25.0,1525.0,25.5,0,0.0672,0.073,10.471
25.0,1525.0,26.5,0,0.0876,0.073,10.523
25.0,1525.0,27.5,0,0.0448,0.029,10.556
25.0,1525.0,28.5,0,0.0249,0.011,10.576
25.0,1525.0,29.5,0,0.0675,0.027,10.586
25.0,1575.0,0.5,0,0.03,0.005,10.007
25.0,1575.0,1.5,0,0.0336,0.007,9.909
25.0,1575.0,2.5,0,0.0264,0.007,9.739
25.0,1575.0,3.5,1,0.221,99.295,9.537
25.0,1575.0,4.5,1,0.2179,88.95,9.35
25.0,1575.0,5.5,0,0.0918,0.066,9.223
25.0,1575.0,6.5,0,0.0699,0.058,9.184
25.0,1575.0,7.5,1,0.2422,311.943,9.244
25.0,1575.0,8.5,1,0.2531,545.25,9.39
25.0,1575.0,9.5,0,0.073,0.02,9.589
25.0,1575.0,10.5,0,0.0653,0.036,9.793
25.0,1575.0,11.5,0,0.0344,0.009,9.951
25.0,1575.0,12.5,0,0.0782,0.131,10.026
25.0,1575.0,13.5,0,0.0532,0.028,10.001
25.0,1575.0,14.5,0,0.0791,0.047,9.888
25.0,1575.0,15.5,0,0.113,0.327,9.722
25.0,1575.0,16.5,0,0.0684,0.028,9.554
25.0,1575.0,17.5,0,0.0521,0.018,9.439
25.0,1575.0,18.5,1,0.2219,329.168,9.416
25.0,1575.0,19.5,1,0.2268,154.65,9.496
25.0,1575.0,20.5,0,0.0409,0.008,9.66
25.0,1575.0,21.5,0,0.0658,0.026,9.867
25.0,1575.0,22.5,0,0.0765,0.073,10.073
25.0,1575.0,23.5,0,0.0658,0.019,10.246
25.0,1575.0,24.5,0,0.0752,0.021,10.374
25.0,1575.0,25.5,0,0.0661,0.029,10.459
25.0,1575.0,26.5,0,0.0754,0.022,10.514
25.0,1575.0,27.5,0,0.0692,0.055,10.548
25.0,1575.0,28.5,0,0.0423,0.006,10.57
25.0,1575.0,29.5,0,0.0405,0.011,10.58
25.0,1625.0,0.5,0,0.023,0.003,10.314
25.0,1625.0,1.5,0,0.0578,0.038,10.228
25.0,1625.0,2.5,0,0.0264,0.014,10.072
25.0,1625.0,3.5,0,0.03,0.004,9.876
25.0,1625.0,4.5,2,0.1264,1.612,9.681
25.0,1625.0,5.5,1,0.2612,436.25,9.526
25.0,1625.0,6.5,1,0.225,214.032,9.447
25.0,1625.0,7.5,1,0.2233,257.926,9.459
25.0,1625.0,8.5,1,0.2804,1445.364,9.557
25.0,1625.0,9.5,0,0.0797,0.036,9.709
25.0,1625.0,10.5,0,0.0673,0.023,9.869
25.0,1625.0,11.5,0,0.0491,0.014,9.984
25.0,1625.0,12.5,0,0.075,0.03,10.018
25.0,1625.0,13.5,0,0.045,0.003,9.955
25.0,1625.0,14.5,0,0.0981,0.136,9.808
25.0,1625.0,15.5,0,0.1205,0.177,9.617
25.0,1625.0,16.5,0,0.0722,0.045,9.437
25.0,1625.0,17.5,1,0.2216,79.425,9.32
25.0,1625.0,18.5,1,0.2224,198.404,9.306
25.0,1625.0,19.5,1,0.2205,114.888,9.402
25.0,1625.0,20.5,0,0.0692,0.044,9.585
25.0,1625.0,21.5,0,0.0593,0.017,9.811
25.0,1625.0,22.5,0,0.0824,0.045,10.035
25.0,1625.0,23.5,0,0.0705,0.018,10.224
25.0,1625.0,24.5,0,0.0782,0.087,10.364
25.0,1625.0,25.5,0,0.0493,0.009,10.458
25.0,1625.0,26.5,0,0.0837,0.067,10.518
25.0,1625.0,27.5,0,0.0867,0.057,10.556
25.0,1625.0,28.5,0,0.0399,0.021,10.578
25.0,1625.0,29.5,0,0.0586,0.017,10.589
25.0,1675.0,0.5,0,0.0367,0.006,10.55
25.0,1675.0,1.5,0,0.0496,0.015,10.499
25.0,1675.0,2.5,0,0.0347,0.007,10.404
25.0,1675.0,3.5,0,0.0362,0.006,10.277
25.0,1675.0,4.5,0,0.0372,0.013,10.137
25.0,1675.0,5.5,0,0.0766,0.074,10.011
25.0,1675.0,6.5,0,0.0361,0.003,9.926
25.0,1675.0,7.5,0,0.0702,0.109,9.898
25.0,1675.0,8.5,1,0.24,397.155,9.93
25.0,1675.0,9.5,0,0.0736,0.025,10.001
25.0,1675.0,10.5,0,0.0609,0.045,10.073
25.0,1675.0,11.5,0,0.0321,0.011,10.101
25.0,1675.0,12.5,0,0.0467,0.012,10.051
25.0,1675.0,13.5,0,0.0464,0.011,9.911
25.0,1675.0,14.5,0,0.0891,0.061,9.7
25.0,1675.0,15.5,0,0.1077,0.095,9.462
25.0,1675.0,16.5,0,0.0876,0.031,9.257
25.0,1675.0,17.5,1,0.2374,524.632,9.141
25.0,1675.0,18.5,1,0.2168,73.264,9.148
25.0,1675.0,19.5,1,0.2116,127.934,9.278
25.0,1675.0,20.5,0,0.0747,0.046,9.498
25.0,1675.0,21.5,0,0.0691,0.019,9.759
25.0,1675.0,22.5,0,0.0753,0.025,10.012
25.0,1675.0,23.5,0,0.0715,0.031,10.222
25.0,1675.0,24.5,0,0.0615,0.009,10.377
25.0,1675.0,25.5,0,0.0467,0.01,10.481
25.0,1675.0,26.5,0,0.0721,0.021,10.545
25.0,1675.0,27.5,0,0.0631,0.023,10.583
25.0,1675.0,28.5,0,0.0384,0.013,10.605
25.0,1675.0,29.5,0,0.0606,0.086,10.615
