WELL,MD,X,Y,Z,GR,RHOB,NPHI,DT,RT,PHIE,SW,VSH,ZONE
WELL-01,1869.0,9914.68,9902.97,-1843.9,5.3,2.405,,,1.505,,,,CHALK
WELL-01,1869.5,9914.68,9902.97,-1844.4,16.0,2.353,,,1.142,,,,CHALK
WELL-01,1870.0,9914.67,9902.96,-1844.9,10.7,2.398,,,1.443,,,,CHALK
WELL-01,1870.5,9914.67,9902.96,-1845.4,8.8,2.474,,,2.224,,,,CHALK
WELL-01,1871.0,9914.67,9902.95,-1845.9,12.7,2.392,,,1.488,,,,CHALK
WELL-01,1871.5,9914.67,9902.95,-1846.4,11.9,2.272,,,0.693,,,,CHALK
WELL-01,1872.0,9914.66,9902.94,-1846.9,7.2,2.329,,,0.946,,,,CHALK
WELL-01,1872.5,9914.66,9902.94,-1847.4,16.0,2.282,,,0.75,,,,CHALK
WELL-01,1873.0,9914.66,9902.93,-1847.9,9.6,2.335,,,0.986,,,,CHALK
WELL-01,1873.5,9914.66,9902.93,-1848.4,12.8,2.365,,,1.058,,,,CHALK
WELL-01,1874.0,9914.66,9902.92,-1848.9,9.8,2.38,,,1.292,,,,CHALK
WELL-01,1874.5,9914.65,9902.92,-1849.4,6.0,2.387,,,1.267,,,,CHALK
WELL-01,1875.0,9914.65,9902.91,-1849.9,12.9,2.32,,,0.864,,,,CHALK
WELL-01,1875.5,9914.65,9902.91,-1850.4,18.2,2.289,,,0.774,,,,CHALK
WELL-01,1876.0,9914.65,9902.9,-1850.9,19.1,2.327,,,0.881,,,,CHALK
WELL-01,1876.5,9914.64,9902.9,-1851.4,14.0,2.308,,,0.888,,,,CHALK
WELL-01,1877.0,9914.64,9902.89,-1851.9,5.5,2.291,,,0.88,,,,CHALK
WELL-01,1877.5,9914.64,9902.88,-1852.4,6.2,2.286,,,0.762,,,,CHALK
WELL-01,1878.0,9914.64,9902.88,-1852.9,5.8,2.364,,,1.154,,,,CHALK
WELL-01,1878.5,9914.64,9902.87,-1853.4,10.6,2.319,,,0.942,,,,CHALK
WELL-01,1879.0,9914.63,9902.87,-1853.9,16.0,2.38,,,1.256,,,,CHALK
WELL-01,1879.5,9914.63,9902.86,-1854.4,8.7,2.368,,,1.123,,,,CHALK
WELL-01,1880.0,9914.63,9902.86,-1854.9,10.9,2.383,,,1.293,,,,CHALK
WELL-01,1880.5,9914.63,9902.85,-1855.4,11.8,2.36,,,1.025,,,,CHALK
WELL-01,1881.0,9914.62,9902.85,-1855.9,12.5,2.329,,,0.927,,,,CHALK
WELL-01,1881.5,9914.62,9902.84,-1856.4,11.6,2.421,,,1.533,,,,CHALK
WELL-01,1882.0,9914.62,9902.84,-1856.9,7.4,2.377,,,1.31,,,,CHALK
WELL-01,1882.5,9914.62,9902.83,-1857.4,9.6,2.363,,,1.227,,,,CHALK
WELL-01,1883.0,9914.62,9902.83,-1857.9,13.8,2.316,,,0.897,,,,CHALK
WELL-01,1883.5,9914.61,9902.82,-1858.4,12.5,2.291,,,0.725,,,,CHALK
WELL-01,1884.0,9914.61,9902.82,-1858.9,20.7,2.293,,,0.817,,,,CHALK
WELL-01,1884.5,9914.61,9902.81,-1859.4,9.6,2.312,,,0.895,,,,CHALK
WELL-01,1885.0,9914.61,9902.81,-1859.9,17.3,2.28,,,0.645,,,,CHALK
WELL-01,1885.5,9914.6,9902.8,-1860.4,12.8,2.336,,,0.977,,,,CHALK
WELL-01,1886.0,9914.6,9902.8,-1860.9,7.4,2.364,,,1.276,,,,CHALK
WELL-01,1886.5,9914.6,9902.79,-1861.4,19.9,2.412,,,1.278,,,,CHALK
WELL-01,1887.0,9914.6,9902.78,-1861.9,10.7,2.424,,,1.471,,,,CHALK
WELL-01,1887.5,9914.6,9902.78,-1862.4,7.9,2.372,,,1.173,,,,CHALK
WELL-01,1888.0,9914.59,9902.77,-1862.9,11.9,2.366,,,1.194,,,,CHALK
WELL-01,1888.5,9914.59,9902.77,-1863.4,14.8,2.424,,,1.832,,,,CHALK
WELL-01,1889.0,9914.59,9902.76,-1863.9,15.7,2.373,,,1.225,,,,CHALK
WELL-01,1889.5,9914.59,9902.76,-1864.4,10.4,2.421,,,1.833,,,,CHALK
WELL-01,1890.0,9914.58,9902.75,-1864.9,15.1,2.466,,,2.087,,,,CHALK
WELL-01,1890.5,9914.58,9902.75,-1865.4,14.2,2.366,,,1.338,,,,CHALK
WELL-01,1891.0,9914.58,9902.74,-1865.9,14.9,2.399,,,1.426,,,,CHALK
WELL-01,1891.5,9914.58,9902.74,-1866.4,11.7,2.329,,,0.928,,,,CHALK
WELL-01,1892.0,9914.58,9902.73,-1866.9,11.4,2.373,,,1.414,,,,CHALK
WELL-01,1892.5,9914.57,9902.73,-1867.4,20.5,2.364,,,1.25,,,,CHALK
WELL-01,1893.0,9914.57,9902.72,-1867.9,11.8,2.32,,,0.973,,,,CHALK
WELL-01,1893.5,9914.57,9902.72,-1868.4,5.1,2.293,,,0.697,,,,CHALK
WELL-01,1894.0,9914.57,9902.71,-1868.9,13.1,2.251,,,0.712,,,,CHALK
WELL-01,1894.5,9914.56,9902.71,-1869.4,9.3,2.31,,,0.875,,,,CHALK
WELL-01,1895.0,9914.56,9902.7,-1869.9,10.5,2.297,,,0.808,,,,CHALK
WELL-01,1895.5,9914.56,9902.7,-1870.4,7.7,2.298,,,0.728,,,,CHALK
WELL-01,1896.0,9914.56,9902.69,-1870.9,16.7,2.288,,,0.777,,,,CHALK
WELL-01,1896.5,9914.56,9902.69,-1871.4,11.5,2.365,,,1.196,,,,CHALK
WELL-01,1897.0,9914.55,9902.68,-1871.9,8.1,2.316,,,0.815,,,,CHALK
WELL-01,1897.5,9914.55,9902.67,-1872.4,12.9,2.406,,,1.28,,,,CHALK
WELL-01,1898.0,9914.55,9902.67,-1872.9,18.9,2.372,,,1.154,,,,CHALK
WELL-01,1898.5,9914.55,9902.66,-1873.4,17.4,2.289,,,0.718,,,,CHALK
WELL-01,1899.0,9914.54,9902.66,-1873.9,17.1,2.309,,,0.81,,,,CHALK
WELL-01,1899.5,9914.54,9902.65,-1874.4,8.0,2.31,,,0.938,,,,CHALK
WELL-01,1900.0,9914.54,9902.65,-1874.9,6.1,2.326,,,1.039,,,,CHALK
WELL-01,1900.5,9914.54,9902.64,-1875.4,11.2,2.294,,,0.727,,,,CHALK
WELL-01,1901.0,9914.54,9902.64,-1875.9,9.2,2.348,,,1.055,,,,CHALK
WELL-01,1901.5,9914.53,9902.63,-1876.4,6.5,2.348,,,1.151,,,,CHALK
WELL-01,1902.0,9914.53,9902.63,-1876.9,12.9,2.34,,,1.009,,,,CHALK
WELL-01,1902.5,9914.53,9902.62,-1877.4,16.3,2.398,,,1.501,,,,CHALK
WELL-01,1903.0,9914.53,9902.62,-1877.9,14.5,2.465,,,2.116,,,,CHALK
WELL-01,1903.5,9914.52,9902.61,-1878.4,16.5,2.436,,,1.649,,,,CHALK
WELL-01,1904.0,9914.52,9902.61,-1878.9,14.2,2.365,,,1.317,,,,CHALK
WELL-01,1904.5,9914.52,9902.6,-1879.4,16.8,2.365,,,1.258,,,,CHALK
WELL-01,1905.0,9914.52,9902.6,-1879.9,12.7,2.358,,,1.083,,,,CHALK
WELL-01,1905.5,9914.52,9902.59,-1880.4,9.7,2.317,,,0.902,,,,CHALK
WELL-01,1906.0,9914.51,9902.59,-1880.9,11.4,2.268,,,0.709,,,,CHALK
WELL-01,1906.5,9914.51,9902.58,-1881.4,18.1,2.306,,,0.787,,,,CHALK
WELL-01,1907.0,9914.51,9902.58,-1881.9,14.8,2.266,,,0.797,,,,CHALK
WELL-01,1907.5,9914.51,9902.57,-1882.4,13.1,2.302,,,0.884,,,,CHALK
WELL-01,1908.0,9914.5,9902.57,-1882.9,19.8,2.328,,,0.764,,,,CHALK
WELL-01,1908.5,9914.5,9902.56,-1883.4,14.8,2.357,,,1.062,,,,CHALK
WELL-01,1909.0,9914.5,9902.56,-1883.9,10.3,2.356,,,0.975,,,,CHALK
WELL-01,1909.5,9914.5,9902.55,-1884.4,7.6,2.296,,,0.866,,,,CHALK
WELL-01,1910.0,9914.5,9902.54,-1884.9,12.3,2.267,,,0.77,,,,CHALK
WELL-01,1910.5,9914.49,9902.54,-1885.4,13.7,2.325,,,1.144,,,,CHALK
WELL-01,1911.0,9914.49,9902.53,-1885.9,6.7,2.365,,,1.003,,,,CHALK
WELL-01,1911.5,9914.49,9902.53,-1886.4,12.1,2.325,,,1.03,,,,CHALK
WELL-01,1912.0,9914.49,9902.52,-1886.9,12.8,2.365,,,1.235,,,,CHALK
WELL-01,1912.5,9914.49,9902.52,-1887.4,18.2,2.283,,,0.735,,,,CHALK
WELL-01,1913.0,9914.48,9902.51,-1887.9,21.2,2.344,,,1.091,,,,CHALK
WELL-01,1913.5,9914.48,9902.51,-1888.4,13.2,2.36,,,1.142,,,,CHALK
WELL-01,1914.0,9914.48,9902.5,-1888.9,12.1,2.369,,,1.422,,,,CHALK
WELL-01,1914.5,9914.48,9902.5,-1889.4,13.4,2.26,,,0.707,,,,CHALK
WELL-01,1915.0,9914.47,9902.49,-1889.9,11.5,2.368,,,1.07,,,,CHALK
WELL-01,1915.5,9914.47,9902.49,-1890.39,6.3,2.365,,,1.161,,,,CHALK
WELL-01,1916.0,9914.47,9902.48,-1890.89,9.8,2.423,,,1.538,,,,CHALK
WELL-01,1916.5,9914.47,9902.48,-1891.39,14.5,2.467,,,2.177,,,,CHALK
WELL-01,1917.0,9914.47,9902.47,-1891.89,10.6,2.375,,,1.439,,,,CHALK
WELL-01,1917.5,9914.46,9902.47,-1892.39,11.0,2.364,,,1.12,,,,CHALK
WELL-01,1918.0,9914.46,9902.46,-1892.89,16.5,2.35,,,1.079,,,,CHALK
WELL-01,1918.5,9914.46,9902.46,-1893.39,14.3,2.33,,,0.914,,,,CHALK
WELL-01,1919.0,9914.46,9902.45,-1893.89,14.7,2.367,,,1.022,,,,CHALK
WELL-01,1919.5,9914.45,9902.45,-1894.39,9.4,2.362,,,1.249,,,,CHALK
WELL-01,1920.0,9914.45,9902.44,-1894.89,8.1,2.339,,,0.967,,,,CHALK
WELL-01,1920.5,9914.45,9902.44,-1895.39,15.0,2.349,,,1.045,,,,CHALK
WELL-01,1921.0,9914.45,9902.43,-1895.89,12.9,2.257,,,0.711,,,,CHALK
WELL-01,1921.5,9914.45,9902.43,-1896.39,12.6,2.346,,,1.049,,,,CHALK
WELL-01,1922.0,9914.44,9902.42,-1896.89,10.6,2.419,,,1.361,,,,CHALK
WELL-01,1922.5,9914.44,9902.42,-1897.39,9.8,2.38,,,1.425,,,,CHALK
WELL-01,1923.0,9914.44,9902.41,-1897.89,13.8,2.341,,,1.021,,,,CHALK
WELL-01,1923.5,9914.44,9902.41,-1898.39,16.9,2.361,,,1.068,,,,CHALK
WELL-01,1924.0,9914.44,9902.4,-1898.89,13.9,2.393,,,1.576,,,,CHALK
WELL-01,1924.5,9914.43,9902.4,-1899.39,11.2,2.457,,,2.405,,,,CHALK
WELL-01,1925.0,9914.43,9902.39,-1899.89,3.0,2.446,,,1.899,,,,CHALK
WELL-01,1925.5,9914.43,9902.39,-1900.39,9.1,2.473,,,2.098,,,,CHALK
WELL-01,1926.0,9914.43,9902.38,-1900.89,8.4,2.405,,,1.514,,,,CHALK
WELL-01,1926.5,9914.43,9902.38,-1901.39,10.8,2.449,,,2.087,,,,CHALK
WELL-01,1927.0,9914.42,9902.38,-1901.89,10.6,2.372,,,1.477,,,,CHALK
WELL-01,1927.5,9914.42,9902.37,-1902.39,11.3,2.36,,,1.066,,,,CHALK
WELL-01,1928.0,9914.42,9902.37,-1902.89,9.4,2.362,,,1.027,,,,CHALK
WELL-01,1928.5,9914.42,9902.36,-1903.39,9.8,2.319,,,0.883,,,,CHALK
WELL-01,1929.0,9914.42,9902.36,-1903.89,12.1,2.358,,,1.045,,,,CHALK
WELL-01,1929.5,9914.42,9902.35,-1904.39,9.3,2.347,,,0.931,,,,CHALK
WELL-01,1930.0,9914.41,9902.35,-1904.89,11.7,2.351,,,1.025,,,,CHALK
WELL-01,1930.5,9914.41,9902.34,-1905.39,2.2,2.232,,,0.672,,,,CHALK
WELL-01,1931.0,9914.41,9902.34,-1905.89,13.3,2.266,,,0.647,,,,CHALK
WELL-01,1931.5,9914.41,9902.33,-1906.39,12.8,2.204,,,0.59,,,,CHALK
WELL-01,1932.0,9914.41,9902.33,-1906.89,14.4,2.28,,,0.698,,,,CHALK
WELL-01,1932.5,9914.4,9902.32,-1907.39,14.7,2.27,,,0.667,,,,CHALK
WELL-01,1933.0,9914.4,9902.32,-1907.89,12.0,2.283,,,0.762,,,,CHALK
WELL-01,1933.5,9914.4,9902.31,-1908.39,11.3,2.316,,,0.823,,,,CHALK
WELL-01,1934.0,9914.4,9902.31,-1908.89,5.5,2.33,,,1.054,,,,CHALK
WELL-01,1934.5,9914.4,9902.31,-1909.39,7.4,2.316,,,0.978,,,,CHALK
WELL-01,1935.0,9914.39,9902.3,-1909.89,7.7,2.313,,,0.988,,,,CHALK
WELL-01,1935.5,9914.39,9902.3,-1910.39,9.4,2.354,,,1.079,,,,CHALK
WELL-01,1936.0,9914.39,9902.29,-1910.89,7.7,2.311,,,1.04,,,,CHALK
WELL-01,1936.5,9914.39,9902.29,-1911.39,20.7,2.395,,,1.239,,,,CHALK
WELL-01,1937.0,9914.39,9902.28,-1911.89,9.1,2.391,,,1.233,,,,CHALK
WELL-01,1937.5,9914.38,9902.28,-1912.39,12.9,2.385,,,1.35,,,,CHALK
WELL-01,1938.0,9914.38,9902.27,-1912.89,4.8,2.354,,,1.031,,,,CHALK
WELL-01,1938.5,9914.38,9902.27,-1913.39,13.1,2.348,,,1.172,,,,CHALK
WELL-01,1939.0,9914.38,9902.26,-1913.89,16.2,2.372,,,1.111,,,,CHALK
WELL-01,1939.5,9914.38,9902.26,-1914.39,15.4,2.315,,,0.881,,,,CHALK
WELL-01,1940.0,9914.37,9902.25,-1914.89,13.9,2.328,,,1.056,,,,CHALK
WELL-01,1940.5,9914.37,9902.25,-1915.39,9.2,2.324,,,0.969,,,,CHALK
WELL-01,1941.0,9914.37,9902.24,-1915.89,8.2,2.3,,,0.857,,,,CHALK
WELL-01,1941.5,9914.37,9902.24,-1916.39,10.1,2.342,,,1.086,,,,CHALK
WELL-01,1942.0,9914.37,9902.24,-1916.89,9.2,2.351,,,1.225,,,,CHALK
WELL-01,1942.5,9914.36,9902.23,-1917.39,13.1,2.223,,,0.665,,,,CHALK
WELL-01,1943.0,9914.36,9902.23,-1917.89,10.3,2.249,,,0.758,,,,CHALK
WELL-01,1943.5,9914.36,9902.22,-1918.39,21.8,2.277,,,0.738,,,,CHALK
WELL-01,1944.0,9914.36,9902.22,-1918.89,15.0,2.292,,,0.877,,,,CHALK
WELL-01,1944.5,9914.36,9902.21,-1919.39,11.2,2.306,,,0.854,,,,CHALK
WELL-01,1945.0,9914.35,9902.21,-1919.89,11.7,2.301,,,0.826,,,,CHALK
WELL-01,1945.5,9914.35,9902.2,-1920.39,11.5,2.259,,,0.7,,,,CHALK
WELL-01,1946.0,9914.35,9902.2,-1920.89,9.9,2.259,,,0.619,,,,CHALK
WELL-01,1946.5,9914.35,9902.19,-1921.39,6.4,2.291,,,0.786,,,,CHALK
WELL-01,1947.0,9914.35,9902.19,-1921.89,10.0,2.304,,,0.917,,,,CHALK
WELL-01,1947.5,9914.35,9902.18,-1922.39,15.3,2.271,,,0.731,,,,CHALK
WELL-01,1948.0,9914.34,9902.18,-1922.89,11.1,2.293,,,0.782,,,,CHALK
WELL-01,1948.5,9914.34,9902.17,-1923.39,16.0,2.293,,,0.813,,,,CHALK
WELL-01,1949.0,9914.34,9902.17,-1923.89,9.0,2.351,,,1.146,,,,CHALK
WELL-01,1949.5,9914.34,9902.17,-1924.39,12.5,2.352,,,0.969,,,,CHALK
WELL-01,1950.0,9914.34,9902.16,-1924.89,11.2,2.351,,,1.071,,,,CHALK
WELL-01,1950.5,9914.33,9902.16,-1925.39,14.9,2.385,,,1.46,,,,CHALK
WELL-01,1951.0,9914.33,9902.15,-1925.89,10.5,2.401,,,1.709,,,,CHALK
WELL-01,1951.5,9914.33,9902.15,-1926.39,5.0,2.429,,,1.716,,,,CHALK
WELL-01,1952.0,9914.33,9902.14,-1926.89,15.3,2.408,,,1.51,,,,CHALK
WELL-01,1952.5,9914.33,9902.14,-1927.39,20.1,2.435,,,1.516,,,,CHALK
WELL-01,1953.0,9914.32,9902.13,-1927.89,10.5,2.345,,,1.126,,,,CHALK
WELL-01,1953.5,9914.32,9902.13,-1928.39,14.3,2.324,,,1.0,,,,CHALK
WELL-01,1954.0,9914.32,9902.13,-1928.89,18.5,2.331,,,1.072,,,,CHALK
WELL-01,1954.5,9914.32,9902.12,-1929.39,8.6,2.298,,,0.849,,,,CHALK
WELL-01,1955.0,9914.32,9902.12,-1929.89,3.7,2.364,,,1.099,,,,CHALK
WELL-01,1955.5,9914.32,9902.11,-1930.39,9.9,2.29,,,0.789,,,,CHALK
WELL-01,1956.0,9914.31,9902.11,-1930.89,14.4,2.365,,,1.054,,,,CHALK
WELL-01,1956.5,9914.31,9902.1,-1931.39,12.6,2.359,,,1.23,,,,CHALK
WELL-01,1957.0,9914.31,9902.1,-1931.89,11.3,2.403,,,1.558,,,,CHALK
WELL-01,1957.5,9914.31,9902.09,-1932.39,9.3,2.424,,,1.652,,,,CHALK
WELL-01,1958.0,9914.31,9902.09,-1932.89,-2.3,2.373,,,1.401,,,,CHALK
WELL-01,1958.5,9914.3,9902.09,-1933.39,19.6,2.399,,,1.667,,,,CHALK
WELL-01,1959.0,9914.3,9902.08,-1933.89,12.6,2.438,,,1.66,,,,CHALK
WELL-01,1959.5,9914.3,9902.08,-1934.39,15.1,2.436,,,1.753,,,,CHALK
WELL-01,1960.0,9914.3,9902.07,-1934.89,17.2,2.425,,,1.407,,,,CHALK
WELL-01,1960.5,9914.3,9902.07,-1935.39,8.7,2.32,,,0.962,,,,CHALK
WELL-01,1961.0,9914.3,9902.06,-1935.89,12.7,2.321,,,0.903,,,,CHALK
WELL-01,1961.5,9914.29,9902.06,-1936.39,10.4,2.304,,,0.765,,,,CHALK
WELL-01,1962.0,9914.29,9902.05,-1936.89,9.9,2.341,,,1.0,,,,CHALK
WELL-01,1962.5,9914.29,9902.05,-1937.39,12.4,2.369,,,1.229,,,,CHALK
WELL-01,1963.0,9914.29,9902.05,-1937.89,12.3,2.364,,,1.224,,,,CHALK
WELL-01,1963.5,9914.29,9902.04,-1938.39,14.6,2.298,,,0.767,,,,CHALK
WELL-01,1964.0,9914.28,9902.04,-1938.89,8.2,2.29,,,0.714,,,,CHALK
WELL-01,1964.5,9914.28,9902.03,-1939.39,24.3,2.424,,,1.464,,,,CHALK
WELL-01,1965.0,9914.28,9902.03,-1939.89,12.7,2.337,,,0.992,,,,CHALK
WELL-01,1965.5,9914.28,9902.02,-1940.39,16.6,2.346,,,1.041,,,,CHALK
WELL-01,1966.0,9914.28,9902.02,-1940.89,11.0,2.32,,,0.911,,,,CHALK
WELL-01,1966.5,9914.27,9902.01,-1941.39,9.7,2.385,,,1.387,,,,CHALK
WELL-01,1967.0,9914.27,9902.01,-1941.89,12.7,2.388,,,1.44,,,,CHALK
WELL-01,1967.5,9914.27,9902.01,-1942.39,8.1,2.42,,,1.666,,,,CHALK
WELL-01,1968.0,9914.27,9902.0,-1942.89,13.1,2.377,,,1.434,,,,CHALK
WELL-01,1968.5,9914.27,9902.0,-1943.39,14.4,2.392,,,1.375,,,,CHALK
WELL-01,1969.0,9914.27,9901.99,-1943.89,19.2,2.387,,,1.433,,,,CHALK
WELL-01,1969.5,9914.26,9901.99,-1944.39,12.7,2.439,,,2.089,,,,CHALK
WELL-01,1970.0,9914.26,9901.98,-1944.89,17.1,2.42,,,1.408,,,,CHALK
WELL-01,1970.5,9914.26,9901.98,-1945.39,19.8,2.347,,,1.301,,,,CHALK
WELL-01,1971.0,9914.26,9901.97,-1945.89,8.0,2.36,,,1.07,,,,CHALK
WELL-01,1971.5,9914.26,9901.97,-1946.39,11.4,2.325,,,0.974,,,,CHALK
WELL-01,1972.0,9914.25,9901.97,-1946.89,11.3,2.309,,,0.919,,,,CHALK
WELL-01,1972.5,9914.25,9901.96,-1947.39,6.5,2.295,,,0.797,,,,CHALK
WELL-01,1973.0,9914.25,9901.96,-1947.89,9.0,2.301,,,0.731,,,,CHALK
WELL-01,1973.5,9914.25,9901.95,-1948.39,10.4,2.331,,,0.918,,,,CHALK
WELL-01,1974.0,9914.25,9901.95,-1948.89,11.4,2.376,,,1.52,,,,CHALK
WELL-01,1974.5,9914.25,9901.94,-1949.39,9.0,2.432,,,1.663,,,,CHALK
WELL-01,1975.0,9914.24,9901.94,-1949.89,15.1,2.372,,,1.32,,,,CHALK
WELL-01,1975.5,9914.24,9901.93,-1950.39,3.4,2.391,,,1.585,,,,CHALK
WELL-01,1976.0,9914.24,9901.93,-1950.89,11.5,2.428,,,2.079,,,,CHALK
WELL-01,1976.5,9914.24,9901.93,-1951.39,17.2,2.394,,,1.382,,,,CHALK
WELL-01,1977.0,9914.24,9901.92,-1951.89,13.4,2.456,,,2.01,,,,CHALK
WELL-01,1977.5,9914.23,9901.92,-1952.39,9.9,2.362,,,1.13,,,,CHALK
WELL-01,1978.0,9914.23,9901.91,-1952.89,7.7,2.341,,,1.013,,,,CHALK
WELL-01,1978.5,9914.23,9901.91,-1953.39,8.4,2.321,,,0.798,,,,CHALK
WELL-01,1979.0,9914.23,9901.9,-1953.89,10.4,2.385,,,1.135,,,,CHALK
WELL-01,1979.5,9914.23,9901.9,-1954.39,20.8,2.403,,,1.552,,,,CHALK
WELL-01,1980.0,9914.23,9901.89,-1954.89,9.2,2.358,,,1.243,,,,CHALK
WELL-01,1980.5,9914.22,9901.89,-1955.39,7.7,2.319,,,0.98,,,,CHALK
WELL-01,1981.0,9914.22,9901.89,-1955.89,15.4,2.314,,,0.877,,,,CHALK
WELL-01,1981.5,9914.22,9901.88,-1956.39,16.9,2.323,,,0.975,,,,CHALK
WELL-01,1982.0,9914.22,9901.88,-1956.89,8.2,2.348,,,0.958,,,,CHALK
WELL-01,1982.5,9914.22,9901.87,-1957.39,11.7,2.38,,,1.361,,,,CHALK
WELL-01,1983.0,9914.21,9901.87,-1957.89,9.7,2.349,,,1.07,,,,CHALK
WELL-01,1983.5,9914.21,9901.86,-1958.39,5.4,2.335,,,0.985,,,,CHALK
WELL-01,1984.0,9914.21,9901.86,-1958.89,14.3,2.26,,,0.736,,,,CHALK
WELL-01,1984.5,9914.21,9901.85,-1959.39,16.3,2.306,,,0.874,,,,CHALK
WELL-01,1985.0,9914.21,9901.85,-1959.89,9.9,2.288,,,0.926,,,,CHALK
WELL-01,1985.5,9914.2,9901.85,-1960.39,10.2,2.303,,,0.894,,,,CHALK
WELL-01,1986.0,9914.2,9901.84,-1960.89,4.9,2.327,,,0.862,,,,CHALK
WELL-01,1986.5,9914.2,9901.84,-1961.39,13.9,2.356,,,1.11,,,,CHALK
WELL-01,1987.0,9914.2,9901.83,-1961.89,11.3,2.346,,,1.12,,,,CHALK
WELL-01,1987.5,9914.2,9901.83,-1962.39,14.5,2.375,,,1.063,,,,CHALK
WELL-01,1988.0,9914.2,9901.82,-1962.89,14.9,2.347,,,1.152,,,,CHALK
WELL-01,1988.5,9914.19,9901.82,-1963.39,12.6,2.418,,,1.461,,,,CHALK
WELL-01,1989.0,9914.19,9901.81,-1963.89,8.2,2.429,,,1.864,,,,CHALK
WELL-01,1989.5,9914.19,9901.81,-1964.39,11.5,2.262,,,0.745,,,,CHALK
WELL-01,1990.0,9914.19,9901.8,-1964.89,14.6,2.372,,,1.349,,,,CHALK
WELL-01,1990.5,9914.19,9901.8,-1965.39,9.6,2.361,,,1.185,,,,CHALK
WELL-01,1991.0,9914.18,9901.8,-1965.89,18.3,2.347,,,1.015,,,,CHALK
WELL-01,1991.5,9914.18,9901.79,-1966.39,8.3,2.364,,,1.114,,,,CHALK
WELL-01,1992.0,9914.18,9901.79,-1966.89,12.1,2.31,,,0.979,,,,CHALK
WELL-01,1992.5,9914.18,9901.78,-1967.39,12.6,2.362,,,1.152,,,,CHALK
WELL-01,1993.0,9914.18,9901.78,-1967.89,18.7,2.386,,,1.378,,,,CHALK
WELL-01,1993.5,9914.18,9901.77,-1968.39,10.1,2.36,,,1.207,,,,CHALK
WELL-01,1994.0,9914.17,9901.77,-1968.89,13.5,2.404,,,1.329,,,,CHALK
WELL-01,1994.5,9914.17,9901.76,-1969.39,12.9,2.359,,,1.131,,,,CHALK
WELL-01,1995.0,9914.17,9901.76,-1969.89,9.1,2.4,,,1.341,,,,CHALK
WELL-01,1995.5,9914.17,9901.76,-1970.39,15.5,2.428,,,1.858,,,,CHALK
WELL-01,1996.0,9914.17,9901.75,-1970.89,26.8,2.416,,,1.566,,,,CHALK
WELL-01,1996.5,9914.16,9901.75,-1971.39,9.9,2.365,,,1.171,,,,CHALK
WELL-01,1997.0,9914.16,9901.74,-1971.89,8.4,2.415,,,1.343,,,,CHALK
WELL-01,1997.5,9914.16,9901.74,-1972.39,17.2,2.339,,,0.851,,,,CHALK
WELL-01,1998.0,9914.16,9901.73,-1972.89,10.3,2.357,,,0.995,,,,CHALK
WELL-01,1998.5,9914.16,9901.73,-1973.39,9.2,2.334,,,1.117,,,,CHALK
WELL-01,1999.0,9914.15,9901.72,-1973.89,19.2,2.317,,,0.992,,,,CHALK
WELL-01,1999.5,9914.15,9901.72,-1974.39,16.0,2.336,,,1.014,,,,CHALK
WELL-01,2000.0,9914.15,9901.71,-1974.89,13.6,2.355,,,1.086,,,,CHALK
WELL-01,2000.5,9914.15,9901.71,-1975.39,4.3,2.319,,,0.832,,,,CHALK
WELL-01,2001.0,9914.15,9901.71,-1975.89,14.5,2.276,,,0.749,,,,CHALK
WELL-01,2001.5,9914.15,9901.7,-1976.39,21.9,2.333,,,1.014,,,,CHALK
WELL-01,2002.0,9914.14,9901.7,-1976.89,8.9,2.353,,,1.11,,,,CHALK
WELL-01,2002.5,9914.14,9901.69,-1977.39,12.6,2.322,,,0.816,,,,CHALK
WELL-01,2003.0,9914.14,9901.69,-1977.89,10.3,2.321,,,0.902,,,,CHALK
WELL-01,2003.5,9914.14,9901.68,-1978.39,14.4,2.343,,,1.139,,,,CHALK
WELL-01,2004.0,9914.14,9901.68,-1978.89,13.4,2.306,,,0.85,,,,CHALK
WELL-01,2004.5,9914.13,9901.67,-1979.39,13.7,2.406,,,1.474,,,,CHALK
WELL-01,2005.0,9914.13,9901.67,-1979.89,15.8,2.382,,,1.259,,,,CHALK
WELL-01,2005.5,9914.13,9901.67,-1980.39,9.6,2.379,,,1.313,,,,CHALK
WELL-01,2006.0,9914.13,9901.66,-1980.89,14.0,2.328,,,1.184,,,,CHALK
WELL-01,2006.5,9914.13,9901.66,-1981.39,8.4,2.412,,,1.432,,,,CHALK
WELL-01,2007.0,9914.12,9901.65,-1981.89,12.1,2.389,,,1.575,,,,CHALK
WELL-01,2007.5,9914.12,9901.65,-1982.39,12.2,2.304,,,0.795,,,,CHALK
WELL-01,2008.0,9914.12,9901.64,-1982.89,6.3,2.32,,,0.918,,,,CHALK
WELL-01,2008.5,9914.12,9901.64,-1983.39,14.2,2.284,,,0.839,,,,CHALK
WELL-01,2009.0,9914.12,9901.63,-1983.89,15.7,2.318,,,0.921,,,,CHALK
WELL-01,2009.5,9914.12,9901.63,-1984.39,12.7,2.319,,,0.863,,,,CHALK
WELL-01,2010.0,9914.11,9901.62,-1984.89,15.4,2.299,,,0.811,,,,CHALK
WELL-01,2010.5,9914.11,9901.62,-1985.39,6.5,2.335,,,0.875,,,,CHALK
