HOLE_ID,FROM,TO,NI_PCT,CO_PCT,FE_PCT,MGO_PCT,SIO2_PCT,AL2O3_PCT
NL0016,4.15,5.12,2.011,0.326,38.27,1.69,10.99,1.61
NL0016,5.12,6.1,1.639,0.235,29.12,3.14,11.97,2.38
NL0016,6.1,7.08,1.264,0.099,32.69,2.55,11.87,2.96
NL0016,7.08,8.05,1.005,0.111,31.83,3.61,9.16,4.76
NL0016,8.05,9.02,1.109,0.181,35.33,3.09,9.53,5.31
NL0016,9.02,10.0,0.978,0.145,33.38,3.78,9.52,7.37
NL0016,10.0,10.98,1.514,0.11,35.86,3.52,9.32,3.72
NL0016,10.98,11.95,1.518,0.181,50.61,1.17,4.95,7.35
NL0016,11.95,12.92,1.309,0.123,49.75,1.41,7.47,6.17
NL0016,12.92,13.9,1.622,0.071,48.48,1.48,8.78,4.04
NL0016,13.9,14.88,1.29,0.016,16.42,24.09,29.59,0.95
NL0016,14.88,15.86,1.59,0.015,24.83,14.68,23.85,3.64
NL0016,15.86,16.84,2.002,0.013,19.75,17.39,27.79,2.58
NL0016,16.84,17.82,1.384,0.006,17.25,23.08,35.28,3.21
NL0016,17.82,18.8,1.276,0.017,16.69,19.99,41.04,1.46
NL0016,18.8,19.84,0.397,0.006,5.15,25.89,51.27,2.23
NL0016,19.84,20.88,0.521,0.023,3.51,38.58,41.64,2.08
NL0016,20.88,21.92,0.318,0.015,3.45,32.8,48.73,1.11
NL0016,21.92,22.96,0.21,0.019,3.29,35.99,45.08,1.93
NL0016,22.96,24.0,0.194,0.027,3.86,38.51,41.88,1.81
NL0017,0.0,0.8,0.467,0.011,38.37,0.53,3.89,7.13
NL0017,0.8,1.6,0.453,0.015,46.57,0.38,4.01,4.11
NL0017,1.6,2.63,1.314,0.19,47.77,1.51,10.63,5.64
NL0017,2.63,3.66,0.87,0.081,51.03,0.81,5.95,7.07
NL0017,3.66,4.69,0.697,0.046,51.24,0.95,7.33,5.51
NL0017,4.69,5.72,1.11,0.058,44.9,1.37,11.49,7.38
NL0017,5.72,6.75,1.394,0.064,37.99,1.4,12.51,4.09
NL0017,6.75,7.78,0.577,0.028,34.73,2.07,16.73,7.01
NL0017,7.78,8.81,0.693,0.083,33.49,1.56,18.68,6.47
NL0017,8.81,9.84,0.855,0.09,30.39,3.89,12.27,9.5
NL0017,9.84,10.87,1.049,0.064,46.13,1.16,7.91,3.56
NL0017,10.87,11.9,0.978,0.076,42.4,1.27,10.81,6.43
NL0017,11.9,12.89,1.438,0.026,12.89,14.65,42.78,1.82
NL0017,12.89,13.87,1.182,0.044,17.8,7.41,29.39,0.79
NL0017,13.87,14.86,0.672,0.022,18.66,15.94,36.11,1.7
NL0017,14.86,15.84,1.362,0.016,17.5,12.41,37.76,0.67
NL0017,15.84,16.83,1.278,0.054,18.97,11.08,30.66,0.55
NL0017,16.83,17.81,1.789,0.021,15.38,21.43,39.76,0.88
NL0017,17.81,18.8,2.123,0.053,23.84,14.29,35.8,1.06
NL0017,18.8,19.79,1.34,0.038,20.72,19.56,35.18,1.87
NL0017,19.79,20.77,0.984,0.015,20.52,21.96,32.94,2.49
NL0017,20.77,21.76,3.054,0.029,13.26,38.26,24.48,2.39
NL0017,21.76,22.74,2.019,0.009,15.25,30.12,24.38,2.66
NL0017,22.74,23.73,1.288,0.016,14.48,24.78,33.7,3.43
NL0017,23.73,24.71,1.832,0.033,13.05,18.37,33.31,6.02
NL0017,24.71,25.7,2.244,0.082,12.29,19.98,40.13,5.66
NL0017,25.7,26.69,2.248,0.054,11.71,10.45,36.54,4.62
NL0017,26.69,27.67,2.665,0.096,13.2,21.87,33.21,1.45
NL0017,27.67,28.66,2.142,0.033,16.58,11.4,41.93,2.1
NL0017,28.66,29.64,1.322,0.034,13.97,17.13,47.81,1.36
NL0017,29.64,30.63,0.95,0.034,21.48,14.33,33.63,3.33
NL0017,30.63,31.61,1.743,0.084,21.47,8.92,34.91,3.08
NL0017,31.61,32.6,4.19,0.105,16.89,16.98,36.44,2.95
NL0017,32.6,33.8,0.521,0.044,6.72,25.38,28.31,1.59
NL0017,33.8,35.0,0.694,0.029,5.7,21.74,47.3,1.46
NL0018,0.0,0.5,0.416,0.004,44.05,0.38,5.88,8.91
NL0018,0.5,1.52,1.386,0.027,45.28,2.41,10.6,3.94
NL0018,1.52,2.55,0.973,0.062,49.75,1.96,8.51,2.26
NL0018,2.55,3.58,0.83,0.033,51.35,0.82,10.52,2.14
NL0018,3.58,4.6,0.66,0.041,50.07,1.26,10.52,3.76
NL0018,4.6,5.63,0.498,0.086,38.82,2.11,10.18,5.1
NL0018,5.63,6.65,0.366,0.05,50.12,2.3,6.9,6.61
NL0018,6.65,7.68,0.768,0.05,46.17,2.19,8.43,3.91
NL0018,7.68,8.7,1.361,0.173,39.01,2.83,10.24,5.93
NL0018,8.7,9.73,1.647,0.118,40.4,2.32,8.92,5.05
NL0018,9.73,10.75,1.415,0.156,28.21,4.16,13.5,5.15
NL0018,10.75,11.78,1.179,0.21,39.31,1.65,12.27,9.99
NL0018,11.78,12.8,1.124,0.242,27.19,3.04,16.59,9.87
NL0018,12.8,13.81,1.672,0.066,12.26,22.74,43.42,2.09
NL0018,13.81,14.82,1.86,0.036,12.8,17.64,45.55,4.1
NL0018,14.82,15.83,1.804,0.015,12.43,14.35,49.28,1.28
NL0018,15.83,16.84,1.944,0.054,11.19,17.15,46.39,4.45
NL0018,16.84,17.85,1.827,0.023,13.12,12.8,31.51,1.7
NL0018,17.85,18.86,0.805,0.017,12.14,19.95,47.87,1.15
NL0018,18.86,19.87,0.866,0.01,9.14,21.17,51.88,0.77
NL0018,19.87,20.88,1.386,0.023,11.02,18.04,51.19,1.22
NL0018,20.88,21.89,1.794,0.021,13.04,17.91,47.71,1.43
NL0018,21.89,22.9,2.165,0.023,14.51,27.23,33.19,4.04
NL0018,22.9,23.92,0.324,0.004,6.4,35.67,31.38,1.4
NL0018,23.92,24.95,0.238,0.011,7.28,54.56,21.75,0.98
NL0018,24.95,25.98,0.407,0.027,6.21,34.19,34.26,0.59
NL0018,25.98,27.0,0.23,0.01,6.28,26.75,38.72,1.11
NL0019,0.0,1.2,0.292,0.034,47.93,0.64,4.71,12.54
NL0019,1.2,2.21,0.529,0.045,49.02,1.63,10.75,4.8
NL0019,2.21,3.23,0.607,0.038,43.67,2.51,13.9,2.49
NL0019,3.23,4.24,0.692,0.026,44.66,3.52,12.38,6.0
NL0019,4.24,5.25,0.49,0.01,41.83,3.01,11.43,11.11
NL0019,5.25,6.26,0.715,0.031,38.33,2.47,13.03,8.33
NL0019,6.26,7.28,0.953,0.069,34.1,4.21,9.12,8.74
NL0019,7.28,8.29,0.912,0.116,43.75,2.27,8.05,9.47
NL0019,8.29,9.3,1.499,0.117,40.28,2.34,10.22,7.02
NL0019,9.3,10.31,1.144,0.116,33.82,1.59,13.88,9.18
NL0019,10.31,11.33,1.782,0.202,29.74,2.55,13.85,5.64
NL0019,11.33,12.34,3.173,0.333,26.83,2.84,15.37,12.68
NL0019,12.34,13.35,1.2,0.19,33.47,3.71,14.66,13.54
NL0019,13.35,14.36,1.269,0.224,34.99,4.18,10.43,5.23
NL0019,14.36,15.38,1.169,0.105,33.33,5.45,12.9,5.41
NL0019,15.38,16.39,1.079,0.115,34.9,3.45,12.39,4.83
NL0019,16.39,17.4,0.758,0.204,35.14,3.76,12.87,2.18
NL0019,17.4,18.4,2.074,0.089,11.55,17.48,37.92,1.1
NL0019,18.4,19.4,2.427,0.03,9.43,19.84,50.12,1.43
NL0019,19.4,20.4,3.92,0.054,7.64,19.17,51.21,1.65
NL0019,20.4,21.4,2.215,0.043,13.02,17.59,47.33,1.6
NL0019,21.4,22.4,2.863,0.052,13.43,18.87,43.14,1.46
NL0019,22.4,23.4,2.558,0.056,10.11,24.84,44.53,0.85
NL0019,23.4,24.4,3.216,0.054,13.25,16.92,37.21,0.8
NL0019,24.4,25.4,1.365,0.03,18.63,10.66,22.46,0.67
NL0019,25.4,26.4,2.559,0.02,15.74,20.15,27.33,0.95
NL0019,26.4,27.4,2.961,0.037,17.29,18.82,25.75,0.79
NL0019,27.4,28.4,1.241,0.022,13.39,25.43,35.14,1.5
NL0019,28.4,29.4,0.877,0.034,15.54,16.71,32.53,2.1
NL0019,29.4,30.4,0.918,0.052,16.91,15.61,25.4,1.77
NL0019,30.4,31.4,1.019,0.043,16.82,14.99,26.18,1.03
NL0019,31.4,32.4,1.37,0.062,16.67,18.45,23.79,0.98
NL0019,32.4,33.4,1.656,0.053,15.55,15.94,29.8,1.7
NL0019,33.4,34.32,0.267,0.02,5.83,32.43,33.66,0.49
NL0019,34.32,35.24,0.25,0.028,4.76,42.36,37.89,0.59
NL0019,35.24,36.16,0.425,0.018,4.79,40.63,28.84,0.88
NL0019,36.16,37.08,0.293,0.022,5.97,30.31,48.19,0.56
NL0019,37.08,38.0,0.332,0.032,3.33,40.14,42.13,0.5
NL0020,0.0,1.05,0.3,0.013,51.43,0.71,4.24,4.82
NL0020,1.05,2.1,0.581,0.019,37.79,1.04,5.04,8.89
NL0020,2.1,3.11,1.531,0.077,32.78,4.23,17.34,11.93
NL0020,3.11,4.12,1.093,0.031,37.76,5.98,12.37,4.5
NL0020,4.12,5.13,1.782,0.083,37.48,4.21,10.88,6.05
NL0020,5.13,6.14,1.674,0.055,49.11,2.35,5.85,7.4
NL0020,6.14,7.16,1.332,0.05,41.22,4.0,7.69,13.44
NL0020,7.16,8.17,1.239,0.093,44.58,1.58,6.05,14.94
NL0020,8.17,9.18,1.606,0.166,44.11,1.67,7.58,13.44
NL0020,9.18,10.19,1.262,0.219,49.82,1.3,7.71,5.88
NL0020,10.19,11.2,2.085,0.191,40.54,2.49,8.41,5.35
NL0020,11.2,12.15,1.709,0.021,12.32,26.03,40.02,2.13
NL0020,12.15,13.1,1.238,0.008,7.25,35.84,37.52,2.69
NL0020,13.1,14.05,2.501,0.078,9.85,30.94,38.29,1.41
NL0020,14.05,15.0,2.576,0.046,14.7,20.74,31.01,1.1
NL0020,15.0,15.95,1.683,0.029,11.81,28.04,35.21,0.74
NL0020,15.95,16.9,1.925,0.029,15.73,13.89,24.63,1.11
NL0020,16.9,17.85,2.441,0.022,15.91,18.15,21.4,0.83
NL0020,17.85,18.8,2.752,0.017,14.67,19.75,36.14,1.98
NL0020,18.8,19.87,0.613,0.007,4.74,41.67,38.1,0.66
NL0020,19.87,20.93,0.44,0.014,4.29,40.74,39.89,0.65
NL0020,20.93,22.0,0.239,0.012,3.71,59.08,22.82,0.48
NL0021,0.0,1.25,0.471,0.024,41.52,0.56,6.18,6.95
NL0021,1.25,2.5,0.627,0.079,39.43,0.9,5.65,10.78
NL0021,2.5,3.49,1.012,0.037,35.46,3.34,15.74,2.65
NL0021,3.49,4.47,1.975,0.077,36.36,2.08,9.59,2.09
NL0021,4.47,5.46,1.441,0.041,37.94,2.07,5.43,3.89
NL0021,5.46,6.44,1.846,0.074,51.45,1.5,4.05,5.26
NL0021,6.44,7.43,1.71,0.04,46.94,1.46,5.95,7.29
NL0021,7.43,8.41,1.768,0.079,46.93,1.92,6.09,8.48
NL0021,8.41,9.4,1.533,0.069,51.18,1.57,7.03,4.19
NL0021,9.4,10.4,1.684,0.013,17.74,14.33,24.56,1.93
NL0021,10.4,11.4,1.994,0.023,14.85,23.89,30.63,2.26
NL0021,11.4,12.4,1.976,0.021,14.57,21.25,30.54,1.0
NL0021,12.4,13.4,3.094,0.017,14.86,20.8,27.11,1.46
NL0021,13.4,14.4,2.464,0.027,11.14,22.66,35.71,1.08
NL0021,14.4,15.4,2.63,0.021,13.34,11.56,43.66,0.76
NL0021,15.4,16.4,3.279,0.032,12.43,15.71,41.15,0.88
NL0021,16.4,17.4,4.628,0.047,11.2,16.94,39.71,0.89
NL0021,17.4,18.4,3.334,0.022,13.57,15.02,40.91,0.97
NL0021,18.4,19.4,2.306,0.041,17.94,10.48,41.02,5.2
NL0021,19.4,20.27,0.306,0.027,6.4,41.97,26.27,2.21
NL0021,20.27,21.13,0.327,0.046,7.64,41.77,28.09,1.68
NL0021,21.13,22.0,0.342,0.024,7.68,21.61,23.58,1.67
NL0022,0.0,1.4,0.536,0.053,35.19,0.45,5.95,17.16
NL0022,1.4,2.44,0.954,0.131,49.28,1.06,8.05,7.05
NL0022,2.44,3.48,0.668,0.108,49.12,1.36,8.92,3.11
NL0022,3.48,4.52,0.96,0.038,33.26,2.34,13.19,4.51
NL0022,4.52,5.56,1.792,0.09,34.67,2.0,11.37,5.14
NL0022,5.56,6.6,0.63,0.035,28.98,1.97,11.61,7.55
NL0022,6.6,7.64,1.297,0.021,11.58,10.99,44.74,1.87
NL0022,7.64,8.68,1.245,0.056,13.99,18.2,27.9,0.74
NL0022,8.68,9.71,1.118,0.03,10.35,24.43,45.78,1.52
NL0022,9.71,10.75,3.135,0.114,10.09,21.81,42.17,0.74
NL0022,10.75,11.79,0.79,0.029,14.48,16.68,39.63,0.66
NL0022,11.79,12.82,1.693,0.025,14.37,10.37,38.79,0.73
NL0022,12.82,13.86,1.82,0.012,16.37,10.93,26.97,2.02
NL0022,13.86,14.9,1.828,0.012,19.54,11.87,36.9,1.85
NL0022,14.9,15.92,0.234,0.004,6.64,18.04,34.23,0.46
NL0022,15.92,16.94,0.21,0.003,6.33,43.91,33.46,0.61
NL0022,16.94,17.96,0.206,0.012,7.38,30.58,46.04,0.55
NL0022,17.96,18.98,0.446,0.011,7.43,26.04,39.59,0.65
NL0022,18.98,20.0,0.4,0.015,5.55,26.04,53.07,0.43
NL0023,0.0,0.95,0.429,0.043,34.47,0.65,5.87,5.29
NL0023,0.95,1.9,0.222,0.011,50.03,0.66,5.99,9.52
NL0023,1.9,2.92,0.95,0.039,44.19,2.26,12.67,3.58
NL0023,2.92,3.94,0.743,0.015,40.89,2.8,17.06,1.48
NL0023,3.94,4.96,0.775,0.032,45.71,2.62,13.64,3.9
NL0023,4.96,5.98,1.437,0.055,43.48,1.4,8.26,3.89
NL0023,5.98,7.0,0.844,0.022,41.15,2.95,7.6,3.83
NL0023,7.0,7.87,1.084,0.019,8.74,34.59,37.77,1.75
NL0023,7.87,8.73,1.779,0.023,11.44,38.13,30.33,0.9
NL0023,8.73,9.6,1.19,0.024,8.39,38.41,33.15,2.9
NL0023,9.6,10.8,0.261,0.005,4.01,35.58,45.19,1.15
NL0023,10.8,12.0,0.363,0.027,5.39,31.68,37.0,0.71
NL0024,0.0,0.87,0.33,0.032,41.28,0.56,4.85,6.86
NL0024,0.87,1.73,0.264,0.018,41.64,0.55,8.04,3.28
NL0024,1.73,2.6,0.276,0.026,51.81,0.48,4.13,6.03
NL0024,2.6,3.57,0.797,0.079,46.05,0.89,9.29,8.43
NL0024,3.57,4.53,0.925,0.094,45.27,0.96,9.61,4.46
NL0024,4.53,5.5,1.017,0.045,30.65,2.33,17.95,4.03
NL0024,5.5,6.47,0.838,0.059,35.99,2.32,13.15,3.44
NL0024,6.47,7.43,0.835,0.081,34.49,2.6,14.42,5.6
NL0024,7.43,8.4,0.644,0.113,37.95,1.58,11.05,14.87
NL0024,8.4,9.46,1.007,0.024,12.85,25.5,41.3,1.5
NL0024,9.46,10.52,0.789,0.013,13.95,21.61,37.76,1.1
NL0024,10.52,11.58,1.243,0.02,20.05,11.49,29.26,1.65
NL0024,11.58,12.64,1.22,0.012,13.53,19.61,46.48,1.0
NL0024,12.64,13.7,1.638,0.02,16.12,20.66,35.51,1.56
NL0024,13.7,14.78,0.271,0.011,5.81,30.3,41.42,0.79
NL0024,14.78,15.85,0.242,0.008,5.48,23.44,50.79,0.93
NL0024,15.85,16.92,0.157,0.004,6.81,28.91,48.15,0.41
NL0024,16.92,18.0,0.163,0.001,3.16,43.54,39.28,0.46
NL0025,0.0,1.08,0.476,0.03,47.28,0.96,12.05,6.74
NL0025,1.08,2.16,0.693,0.028,41.1,3.0,14.62,5.73
NL0025,2.16,3.24,0.462,0.028,48.35,1.34,10.82,6.09
NL0025,3.24,4.32,0.85,0.152,46.07,1.6,13.2,5.08
NL0025,4.32,5.4,0.544,0.105,42.42,1.76,11.29,4.43
NL0025,5.4,6.43,1.049,0.05,12.74,23.67,43.61,1.11
NL0025,6.43,7.47,1.545,0.035,15.37,27.51,31.59,2.41
NL0025,7.47,8.5,2.979,0.064,13.53,23.17,25.18,2.08
NL0025,8.5,9.53,2.035,0.093,16.76,15.23,31.74,3.48
NL0025,9.53,10.57,1.667,0.032,20.63,13.74,26.62,2.96
NL0025,10.57,11.6,2.68,0.049,17.26,19.66,30.12,2.77
NL0025,11.6,12.63,2.263,0.027,12.74,18.52,42.53,0.89
NL0025,12.63,13.67,1.597,0.016,11.07,22.78,46.04,1.3
NL0025,13.67,14.7,2.88,0.013,12.17,17.81,46.71,1.36
NL0025,14.7,15.8,0.272,0.005,3.5,39.64,42.55,0.45
NL0025,15.8,16.9,0.434,0.013,4.51,28.13,34.18,0.76
NL0025,16.9,18.0,0.212,0.006,3.38,49.99,32.33,0.58
NL0026,0.0,0.75,0.337,0.013,54.79,0.22,4.07,4.92
NL0026,0.75,1.5,0.218,0.007,53.86,0.18,4.8,5.73
NL0026,1.5,2.5,0.547,0.034,44.94,0.99,11.92,4.44
NL0026,2.5,3.5,1.071,0.065,50.59,1.18,9.18,3.86
NL0026,3.5,4.5,1.009,0.035,45.12,2.69,11.13,6.11
NL0026,4.5,5.5,0.609,0.045,50.53,1.13,6.38,7.41
NL0026,5.5,6.5,1.793,0.12,34.82,1.75,10.64,6.33
NL0026,6.5,7.5,2.174,0.179,44.29,1.11,12.54,3.19
NL0026,7.5,8.48,1.804,0.043,16.51,16.96,34.99,1.3
NL0026,8.48,9.47,1.485,0.06,16.9,16.93,27.94,0.56
NL0026,9.47,10.45,1.39,0.035,15.76,12.18,35.51,0.98
NL0026,10.45,11.43,1.444,0.019,20.52,9.52,28.08,0.98
NL0026,11.43,12.42,4.823,0.074,16.87,10.79,25.45,1.72
NL0026,12.42,13.4,2.8,0.045,17.15,8.38,27.44,2.35
NL0026,13.4,14.38,3.201,0.023,16.14,8.69,25.73,3.4
NL0026,14.38,15.37,3.289,0.037,18.38,11.09,23.26,4.16
NL0026,15.37,16.35,1.67,0.018,13.86,26.02,36.84,3.17
NL0026,16.35,17.33,1.546,0.041,10.37,27.01,41.02,3.13
NL0026,17.33,18.32,2.145,0.029,7.87,31.64,37.14,5.21
NL0026,18.32,19.3,3.04,0.02,9.11,21.89,43.35,5.84
NL0026,19.3,20.23,0.334,0.017,5.54,27.82,46.46,2.32
NL0026,20.23,21.15,0.23,0.013,5.86,37.82,39.44,2.05
NL0026,21.15,22.08,0.331,0.041,5.72,32.36,35.68,1.37
NL0026,22.08,23.0,0.191,0.014,3.89,46.44,35.06,0.69
NL0027,0.0,0.93,0.263,0.021,54.88,0.32,4.19,4.67
NL0027,0.93,1.87,0.237,0.027,51.08,0.68,5.43,5.97
NL0027,1.87,2.8,0.18,0.025,55.61,0.41,4.17,3.65
NL0027,2.8,3.81,0.472,0.204,52.05,1.43,9.24,2.05
NL0027,3.81,4.82,0.787,0.242,42.8,2.13,9.18,4.04
NL0027,4.82,5.83,1.251,0.122,32.04,3.02,9.44,5.33
NL0027,5.83,6.84,1.625,0.129,42.68,1.35,9.27,2.47
NL0027,6.84,7.86,0.983,0.106,50.58,1.0,9.95,3.35
NL0027,7.86,8.87,0.851,0.059,48.61,0.79,11.21,2.89
NL0027,8.87,9.88,0.906,0.091,48.26,0.83,7.92,7.98
NL0027,9.88,10.89,0.497,0.097,54.32,1.05,4.18,4.36
NL0027,10.89,11.9,0.698,0.043,48.05,2.21,6.75,7.53
NL0027,11.9,12.92,1.401,0.013,13.75,26.19,30.53,2.81
NL0027,12.92,13.94,2.544,0.059,10.9,16.71,30.79,5.89
NL0027,13.94,14.97,2.625,0.048,11.46,28.28,33.47,4.26
NL0027,14.97,15.99,1.541,0.013,10.13,27.99,38.4,5.14
NL0027,15.99,17.01,1.711,0.01,16.92,16.55,27.52,5.96
NL0027,17.01,18.03,1.207,0.008,13.82,15.65,45.43,5.62
NL0027,18.03,19.06,1.984,0.007,14.23,16.08,42.09,6.05
NL0027,19.06,20.08,1.993,0.014,16.86,19.15,39.2,2.99
NL0027,20.08,21.1,1.327,0.009,16.09,20.74,37.49,1.34
NL0027,21.1,22.07,0.202,0.004,6.72,31.97,33.76,0.83
NL0027,22.07,23.03,0.164,0.008,6.37,20.09,45.83,0.83
NL0027,23.03,24.0,0.183,0.002,6.01,22.1,43.94,1.01
NL0028,0.0,1.07,0.306,0.071,48.57,0.52,5.78,8.44
NL0028,1.07,2.13,0.326,0.068,51.78,0.43,5.57,3.09
NL0028,2.13,3.2,0.469,0.051,46.6,0.24,6.61,8.77
NL0028,3.2,4.18,1.245,0.106,41.72,1.83,11.9,3.95
NL0028,4.18,5.16,0.825,0.092,40.02,2.08,9.52,4.01
NL0028,5.16,6.13,0.845,0.125,44.78,1.69,8.41,5.43
NL0028,6.13,7.11,1.278,0.131,32.61,3.34,9.77,6.04
NL0028,7.11,8.09,1.01,0.145,32.93,2.98,9.1,4.92
NL0028,8.09,9.07,1.465,0.121,37.13,1.46,12.9,6.2
NL0028,9.07,10.04,1.317,0.062,46.52,1.14,8.87,6.14
NL0028,10.04,11.02,1.152,0.076,43.44,1.52,11.41,6.92
NL0028,11.02,12.0,1.391,0.063,39.36,1.31,9.6,2.86
NL0028,12.0,13.02,2.045,0.068,11.3,23.59,44.09,1.47
NL0028,13.02,14.03,1.207,0.015,11.84,22.68,40.06,3.15
NL0028,14.03,15.05,1.462,0.004,9.09,28.37,41.35,3.41
NL0028,15.05,16.07,1.265,0.004,11.13,29.9,37.98,2.6
NL0028,16.07,17.08,1.374,0.024,9.48,32.27,38.3,2.11
NL0028,17.08,18.1,1.303,0.022,13.63,16.66,47.86,2.31
NL0028,18.1,19.12,2.248,0.06,15.32,19.96,36.26,2.23
NL0028,19.12,20.13,1.895,0.044,12.36,37.17,29.59,1.11
NL0028,20.13,21.15,0.847,0.013,16.93,20.0,38.72,1.04
NL0028,21.15,22.17,1.209,0.012,11.83,23.19,38.73,1.69
NL0028,22.17,23.18,2.273,0.026,11.62,25.6,31.77,0.93
NL0028,23.18,24.2,1.846,0.028,14.8,20.17,40.05,3.2
NL0028,24.2,25.16,0.308,0.006,4.66,44.32,35.36,1.26
NL0028,25.16,26.12,0.33,0.005,6.12,39.77,31.84,2.27
NL0028,26.12,27.08,0.294,0.01,6.06,35.68,29.97,1.58
NL0028,27.08,28.04,0.293,0.013,4.17,47.41,33.33,0.91
NL0028,28.04,29.0,0.087,0.005,2.39,60.11,24.02,0.35
NL0029,0.0,1.03,0.491,0.017,44.18,0.59,6.03,9.03
NL0029,1.03,2.07,0.284,0.02,47.31,0.29,4.14,12.2
NL0029,2.07,3.1,0.439,0.016,51.08,0.3,3.96,10.14
NL0029,3.1,4.13,1.345,0.055,39.02,1.69,8.35,10.9
NL0029,4.13,5.17,0.696,0.056,39.95,1.12,6.5,22.31
NL0029,5.17,6.2,0.731,0.048,44.7,0.53,6.01,16.56
NL0029,6.2,7.23,0.531,0.036,44.19,1.52,7.71,14.88
NL0029,7.23,8.27,0.646,0.033,42.6,1.58,7.09,4.22
NL0029,8.27,9.3,0.845,0.037,50.31,0.95,7.18,6.82
NL0029,9.3,10.33,0.387,0.017,49.25,0.52,6.58,9.98
NL0029,10.33,11.37,0.901,0.019,51.89,0.51,4.77,7.36
NL0029,11.37,12.4,0.755,0.033,49.45,0.49,6.61,9.2
NL0029,12.4,13.37,1.502,0.025,21.08,8.26,35.43,1.64
NL0029,13.37,14.34,3.72,0.053,12.41,17.88,40.99,2.41
NL0029,14.34,15.31,2.251,0.062,11.75,14.79,29.43,3.02
NL0029,15.31,16.29,1.541,0.047,12.39,10.69,40.67,1.75
NL0029,16.29,17.26,1.126,0.022,10.03,26.9,44.67,0.63
NL0029,17.26,18.23,2.026,0.052,8.14,24.64,48.73,0.34
NL0029,18.23,19.2,1.247,0.031,11.8,22.85,45.92,0.74
NL0029,19.2,20.17,0.639,0.008,11.74,23.18,45.84,1.37
NL0029,20.17,21.14,0.435,0.007,8.65,29.76,44.14,1.16
NL0029,21.14,22.11,1.015,0.015,14.67,19.58,38.28,0.5
NL0029,22.11,23.09,0.719,0.014,18.85,11.08,31.55,1.02
NL0029,23.09,24.06,1.513,0.029,14.98,11.42,34.97,1.28
NL0029,24.06,25.03,0.69,0.012,13.62,18.22,46.6,2.81
NL0029,25.03,26.0,0.945,0.018,9.73,36.16,34.62,2.08
NL0029,26.0,27.0,0.213,0.014,6.35,38.16,27.95,0.94
NL0029,27.0,28.0,0.239,0.006,6.89,25.81,24.9,0.74
NL0029,28.0,29.0,0.312,0.012,6.52,32.29,22.27,1.21
NL0029,29.0,30.0,0.323,0.017,5.71,42.52,35.92,0.96
NL0030,0.0,0.92,0.353,0.022,57.89,0.19,2.79,1.78
NL0030,0.92,1.84,0.291,0.016,55.56,0.4,3.3,4.01
NL0030,1.84,2.76,0.349,0.008,51.16,0.44,4.4,9.56
NL0030,2.76,3.68,0.361,0.006,46.55,0.46,4.58,9.18
NL0030,3.68,4.6,0.269,0.013,50.63,0.29,3.05,11.92
NL0030,4.6,5.65,0.778,0.059,42.55,1.98,8.25,7.23
NL0030,5.65,6.7,0.868,0.075,47.58,1.72,7.02,5.75
NL0030,6.7,7.75,0.585,0.084,39.65,2.75,8.24,9.79
NL0030,7.75,8.8,1.129,0.154,38.93,3.07,9.97,3.17
NL0030,8.8,9.85,0.948,0.077,47.12,1.5,9.68,4.31
NL0030,9.85,10.9,1.039,0.048,48.28,1.45,10.86,5.28
NL0030,10.9,11.95,0.621,0.03,51.65,1.31,6.83,5.19
NL0030,11.95,13.0,0.522,0.025,50.1,2.17,9.98,3.53
NL0030,13.0,14.05,1.034,0.08,39.5,2.97,12.3,4.36
NL0030,14.05,15.1,1.188,0.121,38.79,2.65,12.62,2.62
NL0030,15.1,16.13,2.053,0.1,13.36,11.15,52.06,1.56
NL0030,16.13,17.16,2.481,0.056,16.22,8.68,51.12,1.79
NL0030,17.16,18.19,2.024,0.079,17.57,9.88,48.78,1.28
NL0030,18.19,19.21,0.9,0.021,16.23,10.18,52.89,0.57
NL0030,19.21,20.24,1.663,0.057,12.06,26.05,41.94,0.58
NL0030,20.24,21.27,1.512,0.052,12.19,12.39,55.31,0.88
NL0030,21.27,22.3,1.532,0.037,18.82,6.89,40.4,2.02
NL0030,22.3,23.24,0.087,0.005,5.12,29.39,47.42,0.63
NL0030,23.24,24.18,0.08,0.005,5.52,27.26,48.06,0.64
NL0030,24.18,25.12,0.072,0.004,4.73,39.15,41.43,0.57
NL0030,25.12,26.06,0.131,0.01,4.91,49.35,30.99,0.46
NL0030,26.06,27.0,0.106,0.01,3.42,61.28,21.33,0.35
NL0031,0.0,1.2,0.314,0.036,45.42,0.42,3.93,3.39
NL0031,1.2,2.4,0.364,0.022,53.94,0.45,4.56,4.9
NL0031,2.4,3.4,0.687,0.022,48.45,1.95,8.67,7.21
NL0031,3.4,4.4,0.997,0.053,47.91,1.27,11.23,2.86
NL0031,4.4,5.4,0.685,0.043,35.99,2.99,12.0,2.39
NL0031,5.4,6.4,0.742,0.057,41.84,3.54,7.98,2.44
NL0031,6.4,7.4,1.324,0.058,36.42,3.39,7.71,3.12
NL0031,7.4,8.4,1.258,0.131,39.13,1.89,8.58,2.53
NL0031,8.4,9.4,0.865,0.099,44.02,1.66,7.63,2.24
NL0031,9.4,10.4,1.231,0.265,34.81,2.49,8.39,1.85
NL0031,10.4,11.4,1.935,0.746,28.25,2.6,9.34,1.87
NL0031,11.4,12.4,2.072,1.422,30.24,1.48,13.96,7.89
